       	ADAM33 	ADRB2  	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CHI3L1 	CHIA   	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL31   	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	PRG2   	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	SIGLEC8	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TSLP   
KITLG  	0.011202	0.0092033	0.014537	0.0088345	0.011887	0.012134	0.012182	0.012152	0.012369	0.012138	0.012063	0.01212	0.012132	0.012056	0.012132	0.01215	0.012145	0.012168	0.0092033	0.011566	0.010627	0.011151	0.013524	0.014218	0.011827	0.012186	0.012266	0.015225	0.011392	0.013834	0.012169	0.012214	0.01205	0.012159	0.012182	0.012131	0.012173	0.012502	0.011905	0.012136	0.012006	0.012174	0.012116	0.011842	0.01231	0.012161	0.012149	0.012136	0.012145	0.012157	0.010483	0.012164	0.012367	0.012253	0.012202	0.01207	0.012189	0.012252	0.013006	0.013	0.016365	0.012148	0.012124	0.012046	0.013417	0.012098	0.01084	0.010627	0.012225	0.010858	0.011925	0.011331	0.011515	0.012151	0.012035	0.007621	0.012159	0.012118	0.012322	0.012212	0.012169	0.01214	0.012129                                                                             
LTB4R  	0.0098977	0.0070654	0.031904	0.0062774	0.010314	0.011133	0.012438	0.011535	0.013522	0.011467	0.011217	0.011034	0.011675	0.010696	0.011626	0.011441	0.011515	0.011505	0.0070654	0.0095066	0.0084971	0.0094349	0.012522	0.012728	0.010112	0.012089	0.011047	0.037221	0.01009	0.012565	0.011376	0.011598	0.011315	0.011236	0.011571	0.010716	0.011479	0.01153	0.011154	0.011388	0.010697	0.011251	0.011416	0.010631	0.012667	0.011383	0.011333	0.011277	0.011322	0.011631	0.0081174	0.011459	0.011841	0.011578	0.011365	0.011731	0.011401	0.011747	0.012222	0.016365	0.052444	0.011153	0.011759	0.010971	0.011644	0.010754	0.0089307	0.0084971	0.011704	0.0089835	0.010456	0.010001	0.010311	0.011226	0.010556	0.0060475	0.01145	0.011326	0.012665	0.011832	0.011177	0.01091	0.011264                                                              
MAF    	0.01147	0.0094488	0.011744	0.0068516	0.012534	0.012818	0.012216	0.012417	0.012325	0.012429	0.012369	0.012494	0.012307	0.012461	0.012298	0.012474	0.012409	0.012469	0.0094488	0.012271	0.010354	0.011077	0.011959	0.011757	0.01212	0.012226	0.012247	0.011609	0.011353	0.011926	0.012529	0.012858	0.01237	0.012766	0.01249	0.012565	0.01248	0.012381	0.012153	0.012361	0.012498	0.012511	0.012411	0.012236	0.012417	0.012641	0.012547	0.012469	0.012409	0.012236	0.010475	0.012468	0.012368	0.012451	0.012394	0.012344	0.012329	0.012333	0.012142	0.012148	0.011153	0.01348	0.011981	0.012411	0.012056	0.012862	0.010663	0.010354	0.012449	0.010635	0.012484	0.011259	0.011509	0.012733	0.01518	0.0085426	0.012323	0.012539	0.012535	0.012383	0.012608	0.012746	0.012451                                                                         
MMP9   	0.01135	0.010078	0.011827	0.036311	0.01191	0.012012	0.011831	0.011935	0.012047	0.011933	0.01183	0.011911	0.011963	0.011864	0.011853	0.011947	0.011911	0.012056	0.010078	0.011727	0.010223	0.010812	0.012631	0.012539	0.011688	0.0119	0.011915	0.01182	0.011048	0.012454	0.011999	0.01201	0.011859	0.012022	0.012028	0.01207	0.01206	0.012087	0.011895	0.011971	0.011946	0.011982	0.012009	0.011691	0.011972	0.011978	0.011976	0.011928	0.01193	0.011866	0.010678	0.011946	0.011993	0.011982	0.011956	0.011786	0.011897	0.011955	0.012201	0.012124	0.011759	0.011981	0.01385	0.011931	0.012361	0.012054	0.010455	0.010223	0.012414	0.01047	0.011908	0.010986	0.011189	0.012165	0.011855	0.0071259	0.01193	0.011927	0.012074	0.012122	0.012015	0.012067	0.011936                                                                                  
MRC1   	0.011294	0.0090908	0.011471	0.0068246	0.01533	0.012387	0.012107	0.012457	0.012348	0.012356	0.012221	0.01235	0.012429	0.012233	0.012213	0.012342	0.012285	0.012365	0.0090908	0.018323	0.010233	0.010988	0.01197	0.011893	0.012118	0.012209	0.012114	0.011215	0.011217	0.012	0.012387	0.012398	0.012201	0.01242	0.012476	0.012544	0.01247	0.012498	0.012057	0.012492	0.014312	0.012429	0.012345	0.011786	0.012341	0.012332	0.012662	0.012372	0.012319	0.012163	0.010002	0.01236	0.012221	0.012363	0.012448	0.012109	0.012194	0.012282	0.012117	0.012046	0.010971	0.012411	0.011931	0.014503	0.012158	0.012354	0.010507	0.010233	0.012273	0.010525	0.014872	0.011148	0.011398	0.012397	0.012212	0.0068617	0.012198	0.012526	0.012317	0.012438	0.012376	0.012411	0.012358                                                                           
MS4A2  	0.011169	0.008973	0.011922	0.0073053	0.011846	0.011962	0.011954	0.012089	0.012181	0.012038	0.011905	0.012046	0.012085	0.011757	0.012051	0.012033	0.012022	0.012186	0.008973	0.011516	0.0094106	0.010368	0.017601	0.020498	0.01134	0.012128	0.012269	0.011803	0.010714	0.018916	0.01221	0.012219	0.011927	0.01211	0.012224	0.012512	0.012247	0.01369	0.011973	0.012267	0.012068	0.012241	0.012095	0.011243	0.012213	0.011993	0.0122	0.012108	0.012185	0.01222	0.0096458	0.012123	0.012723	0.012586	0.012472	0.011937	0.012157	0.012491	0.01545	0.013417	0.011644	0.012056	0.012361	0.012158	0.017757	0.01193	0.0097645	0.0094106	0.012153	0.0097943	0.011909	0.010612	0.010971	0.012036	0.011833	0.0063973	0.01224	0.012105	0.012215	0.012276	0.012186	0.012085	0.012098                                                                         
PDCD1  	0.011379	0.009155	0.011512	0.006857	0.012479	0.012945	0.012234	0.012497	0.012374	0.01253	0.012386	0.012512	0.012355	0.01245	0.012326	0.012608	0.012463	0.012646	0.009155	0.012008	0.010116	0.010923	0.011826	0.011532	0.012289	0.012263	0.012353	0.011233	0.011252	0.011742	0.012737	0.01269	0.012379	0.013109	0.012631	0.012713	0.012699	0.012412	0.012201	0.012402	0.012457	0.012582	0.012532	0.012261	0.012467	0.012596	0.012585	0.01253	0.012535	0.012295	0.010645	0.012531	0.012511	0.012462	0.012451	0.012378	0.012403	0.01239	0.012101	0.012098	0.010754	0.012862	0.012054	0.012354	0.01193	0.014827	0.010465	0.010116	0.012508	0.010436	0.012406	0.01115	0.011438	0.012775	0.012767	0.0085494	0.012412	0.01251	0.012555	0.012463	0.013141	0.013746	0.012603                                                                             
PMCH   	0.009702	0.0067589	0.01018	0.0046712	0.010025	0.010635	0.012333	0.011306	0.011206	0.011261	0.012425	0.011175	0.012064	0.010868	0.012371	0.011248	0.011485	0.011152	0.0067589	0.0093035	0.030508	0.024075	0.0097783	0.0091259	0.0098642	0.012504	0.011225	0.0095971	0.021306	0.0094586	0.010995	0.010821	0.011376	0.010772	0.011088	0.010327	0.011039	0.01055	0.010624	0.01144	0.010407	0.011185	0.010954	0.010757	0.011182	0.011071	0.010984	0.011195	0.011744	0.01255	0.0075888	0.01134	0.011196	0.011226	0.011079	0.012022	0.011721	0.011762	0.010561	0.01084	0.0089307	0.010663	0.010455	0.010507	0.0097645	0.010465	0.027944	0.030508	0.010635	0.027887	0.010272	0.022102	0.019857	0.010327	0.010416	0.0075708	0.010958	0.011442	0.010776	0.011147	0.010887	0.010539	0.011179                                                               
POSTN  	0.0094252	0.0063428	0.0098707	0.0043536	0.0096761	0.010323	0.012346	0.011133	0.011031	0.011077	0.012428	0.010959	0.012031	0.010595	0.01238	0.011052	0.011333	0.010955	0.0063428	0.008898	0.033655	0.026127	0.0094368	0.0087133	0.0094763	0.012548	0.011027	0.0092282	0.022873	0.0090752	0.010768	0.010556	0.011218	0.010494	0.010883	0.010004	0.010827	0.010277	0.010395	0.011304	0.01011	0.010979	0.010734	0.010413	0.010992	0.010829	0.010761	0.010988	0.011645	0.0126	0.0071357	0.011162	0.011006	0.01105	0.010879	0.011963	0.011607	0.011675	0.01031	0.010627	0.0084971	0.010354	0.010223	0.010233	0.0094106	0.010116	0.030508	0.03399	0.01036	0.030592	0.0099605	0.023811	0.021176	0.0099893	0.010035	0.0064946	0.010744	0.011294	0.010521	0.010959	0.010629	0.010217	0.010982                                                             
PPARG  	0.011577	0.009873	0.011932	0.011536	0.012273	0.01249	0.012223	0.012351	0.012354	0.012368	0.012256	0.012367	0.012265	0.012394	0.012237	0.012397	0.012352	0.012381	0.009873	0.011976	0.01036	0.011039	0.01219	0.01198	0.012319	0.012201	0.012357	0.011897	0.011325	0.012085	0.012431	0.012464	0.01228	0.012467	0.012386	0.012388	0.01238	0.012314	0.012167	0.01229	0.012324	0.01241	0.012425	0.0124	0.012339	0.012442	0.012396	0.012384	0.01233	0.012211	0.012213	0.012377	0.012346	0.012326	0.012317	0.012165	0.012332	0.012294	0.012226	0.012225	0.011704	0.012449	0.012414	0.012273	0.012153	0.012508	0.010635	0.01036	0.013185	0.01064	0.012288	0.011242	0.011475	0.013028	0.01233	0.007139	0.012385	0.012322	0.012415	0.01243	0.012449	0.012521	0.012377                                                                                     
PRG2   	0.0097053	0.0067667	0.010215	0.0047822	0.01004	0.010614	0.012338	0.011307	0.011212	0.01126	0.012425	0.011168	0.012072	0.010859	0.012377	0.011243	0.011485	0.011152	0.0067667	0.0093381	0.030592	0.024132	0.0098125	0.0091706	0.0098645	0.012522	0.011279	0.0096328	0.02135	0.0094954	0.010992	0.01081	0.011373	0.010759	0.011088	0.010325	0.011039	0.010557	0.010627	0.011444	0.010419	0.011183	0.010952	0.010663	0.011185	0.011071	0.010984	0.011184	0.011749	0.012564	0.0076048	0.011339	0.011211	0.011228	0.011085	0.012003	0.011738	0.011769	0.010586	0.010858	0.0089835	0.010635	0.01047	0.010525	0.0097943	0.010436	0.027887	0.030592	0.01064	0.028089	0.010287	0.022151	0.019896	0.010321	0.010343	0.0066719	0.010963	0.011441	0.010773	0.011152	0.01088	0.010526	0.011178                                                               
RETNLB 	0.011309	0.0090979	0.011178	0.0066012	0.015903	0.012471	0.012092	0.012478	0.012351	0.012356	0.012216	0.012367	0.012464	0.012235	0.012204	0.012357	0.012288	0.012395	0.0090979	0.019395	0.0099605	0.010819	0.011688	0.011463	0.011893	0.0122	0.012108	0.010868	0.011075	0.011654	0.01242	0.012443	0.012209	0.012476	0.012522	0.012556	0.012517	0.012479	0.012083	0.012538	0.014692	0.012463	0.012406	0.011879	0.012351	0.012358	0.012752	0.01241	0.01234	0.012148	0.01054	0.012382	0.012199	0.012373	0.012487	0.012111	0.012191	0.012276	0.011953	0.011925	0.010456	0.012484	0.011908	0.014872	0.011909	0.012406	0.010272	0.0099605	0.012288	0.010287	0.015412	0.010998	0.011282	0.012464	0.012307	0.0067678	0.012217	0.012587	0.01234	0.012473	0.012412	0.012461	0.01237                                                                        
RNASE2 	0.010367	0.0078612	0.010888	0.0056623	0.010836	0.011252	0.01231	0.011674	0.011589	0.011648	0.012398	0.011617	0.012141	0.011445	0.012351	0.01165	0.011799	0.011564	0.0078612	0.010318	0.023811	0.019736	0.010606	0.010148	0.010742	0.01242	0.011714	0.010496	0.01799	0.010392	0.011469	0.011358	0.011704	0.011336	0.011523	0.011029	0.011487	0.011156	0.011134	0.011735	0.011087	0.011608	0.01142	0.011374	0.011583	0.011545	0.011458	0.011613	0.011951	0.012455	0.0086612	0.011703	0.011614	0.011603	0.011515	0.012088	0.011969	0.011952	0.011154	0.011331	0.010001	0.011259	0.010986	0.011148	0.010612	0.01115	0.022102	0.023811	0.011242	0.022151	0.010998	0.018492	0.017072	0.011048	0.011067	0.0077081	0.011424	0.011751	0.011315	0.011553	0.011415	0.0112	0.011592                                                                         
RNASE3 	0.010628	0.0082984	0.011096	0.0059756	0.011156	0.011504	0.012294	0.011819	0.011734	0.011801	0.01239	0.011806	0.012171	0.011706	0.012345	0.011814	0.011927	0.011728	0.0082984	0.010714	0.021176	0.018036	0.010952	0.010585	0.011093	0.012384	0.011882	0.010756	0.016691	0.010788	0.011659	0.011575	0.011834	0.011565	0.011696	0.011316	0.011667	0.011404	0.011336	0.011854	0.011355	0.011775	0.011604	0.011559	0.011738	0.011728	0.011647	0.011773	0.012033	0.012416	0.0091196	0.011844	0.011776	0.011755	0.011688	0.012116	0.012059	0.012027	0.011399	0.011515	0.010311	0.011509	0.011189	0.011398	0.010971	0.011438	0.019857	0.021176	0.011475	0.019896	0.011282	0.017072	0.015981	0.011335	0.011367	0.0077822	0.01161	0.011877	0.011526	0.011711	0.011629	0.01147	0.011756                                                                    
RORC   	0.012005	0.011041	0.011733	0.0079171	0.012491	0.01271	0.012233	0.012404	0.012365	0.012416	0.0123	0.012411	0.012292	0.012371	0.012255	0.012452	0.012386	0.012464	0.011041	0.012227	0.0099893	0.010817	0.011974	0.011739	0.012196	0.012208	0.012285	0.011665	0.011151	0.011898	0.012547	0.012649	0.012378	0.012645	0.012483	0.012645	0.012478	0.012386	0.012361	0.012364	0.012478	0.012487	0.012485	0.012311	0.012412	0.012604	0.012526	0.01245	0.012391	0.012221	0.011615	0.012453	0.01236	0.012394	0.012395	0.012227	0.01233	0.012321	0.012138	0.012151	0.011226	0.012733	0.012165	0.012397	0.012036	0.012775	0.010327	0.0099893	0.013028	0.010321	0.012464	0.011048	0.011335	0.013376	0.012826	0.0072945	0.012396	0.012427	0.01253	0.012457	0.012578	0.012706	0.012445                                                                         
SATB1  	0.011235	0.0088186	0.011399	0.0060587	0.01234	0.01285	0.012151	0.01239	0.012271	0.012409	0.012379	0.012514	0.012266	0.012378	0.012267	0.012458	0.01238	0.012475	0.0088186	0.011786	0.010035	0.010881	0.011704	0.011388	0.01174	0.012167	0.011973	0.011125	0.011178	0.011656	0.012583	0.013609	0.012377	0.013	0.012542	0.01247	0.012499	0.012345	0.012099	0.012351	0.012387	0.012542	0.012414	0.012069	0.012426	0.01279	0.012652	0.012484	0.012407	0.012171	0.0097704	0.012476	0.012281	0.012609	0.012385	0.012515	0.012214	0.012305	0.011963	0.012035	0.010556	0.01518	0.011855	0.012212	0.011833	0.012767	0.010416	0.010035	0.01233	0.010343	0.012307	0.011067	0.011367	0.012826	0.022004	0.0088549	0.012246	0.012785	0.012677	0.012343	0.012605	0.012692	0.012439                                                                             
SIGLEC8	0.0064077	0.004293	0.007876	0.0028121	0.0066314	0.0085463	0.0080256	0.0081208	0.0079457	0.0081833	0.0084	0.0083329	0.0080086	0.0073101	0.0081361	0.0082806	0.0082516	0.0081371	0.004293	0.0058179	0.0064946	0.006933	0.0063042	0.0058653	0.0067009	0.0079527	0.0071654	0.0064309	0.0077696	0.0061469	0.0081678	0.008263	0.0082373	0.0083403	0.0080225	0.0070345	0.0080196	0.0077078	0.0076467	0.0079186	0.0069792	0.0083651	0.0079737	0.0089721	0.0081838	0.0085806	0.0080202	0.0083627	0.0081961	0.0080093	0.0050805	0.0083441	0.0080896	0.0079323	0.0079278	0.015164	0.0082443	0.0080106	0.0069153	0.007621	0.0060475	0.0085426	0.0071259	0.0068617	0.0063973	0.0085494	0.0075708	0.0064946	0.007139	0.0066719	0.0067678	0.0077081	0.0077822	0.0072945	0.0088549	0.37827	0.007849	0.0080328	0.0080555	0.0079908	0.0083207	0.0076401	0.0081342 
STAT5A 	0.011529	0.0099436	0.011817	0.0073729	0.012187	0.012478	0.012157	0.012352	0.01223	0.012396	0.012227	0.012406	0.012204	0.012641	0.012234	0.01237	0.012351	0.012303	0.0099436	0.01195	0.010744	0.011271	0.012185	0.012164	0.013376	0.012183	0.012697	0.011697	0.011496	0.012202	0.012342	0.01232	0.012223	0.012369	0.012295	0.012282	0.01229	0.012267	0.012061	0.012232	0.012225	0.012313	0.012432	0.012145	0.012259	0.012334	0.012309	0.012299	0.0123	0.012211	0.01694	0.012313	0.012384	0.012267	0.012289	0.012141	0.012401	0.01226	0.012287	0.012159	0.01145	0.012323	0.01193	0.012198	0.01224	0.012412	0.010958	0.010744	0.012385	0.010963	0.012217	0.011424	0.01161	0.012396	0.012246	0.007849	0.012576	0.012273	0.012282	0.012253	0.012379	0.012432	0.012405                                                                                
STAT6  	0.011644	0.010122	0.011777	0.0072391	0.012647	0.012497	0.012217	0.01236	0.012267	0.012366	0.012336	0.012472	0.012287	0.012612	0.012297	0.012405	0.012376	0.012338	0.010122	0.012783	0.011294	0.011666	0.012017	0.011904	0.012384	0.012227	0.012315	0.011626	0.011804	0.012006	0.012369	0.012422	0.012303	0.012441	0.012354	0.012502	0.012348	0.012303	0.012112	0.012307	0.012538	0.012386	0.012296	0.012279	0.012309	0.012413	0.012386	0.012367	0.012323	0.012236	0.010801	0.012362	0.012303	0.012314	0.01232	0.012214	0.012315	0.012282	0.012159	0.012118	0.011326	0.012539	0.011927	0.012526	0.012105	0.01251	0.011442	0.011294	0.012322	0.011441	0.012587	0.011751	0.011877	0.012427	0.012785	0.0080328	0.012273	0.012377	0.01232	0.012301	0.012413	0.012475	0.012361                                                                        
TBX21  	0.011759	0.010512	0.012574	0.008668	0.012362	0.012573	0.012206	0.012313	0.012312	0.012321	0.012246	0.012351	0.01223	0.012369	0.012222	0.012348	0.012312	0.012337	0.010512	0.012208	0.010521	0.011137	0.012186	0.012124	0.012221	0.01219	0.012293	0.012827	0.011394	0.012186	0.012366	0.012435	0.012278	0.012459	0.012343	0.012448	0.012341	0.012319	0.012157	0.012266	0.012348	0.012355	0.012307	0.012202	0.01234	0.012418	0.01236	0.01233	0.012287	0.012185	0.011263	0.012336	0.012318	0.012302	0.012298	0.012182	0.01228	0.012259	0.012243	0.012322	0.012665	0.012535	0.012074	0.012317	0.012215	0.012555	0.010776	0.010521	0.012415	0.010773	0.01234	0.011315	0.011526	0.01253	0.012677	0.0080555	0.012282	0.01232	0.0124	0.012307	0.012415	0.012499	0.012327                                                                                
TGFB1  	0.011698	0.010362	0.012036	0.0095844	0.012513	0.012396	0.012186	0.012305	0.012271	0.012305	0.012254	0.012343	0.012244	0.012356	0.012229	0.012329	0.012299	0.012309	0.010362	0.012569	0.010959	0.011427	0.012245	0.0122	0.012213	0.012196	0.012349	0.011959	0.011612	0.012242	0.012333	0.012354	0.012249	0.012381	0.01232	0.012408	0.012319	0.012316	0.01212	0.01227	0.012448	0.012352	0.012281	0.012224	0.012291	0.012375	0.012338	0.012322	0.012284	0.012202	0.011037	0.012322	0.012311	0.012285	0.012295	0.012157	0.012295	0.01226	0.012268	0.012212	0.011832	0.012383	0.012122	0.012438	0.012276	0.012463	0.011147	0.010959	0.01243	0.011152	0.012473	0.011553	0.011711	0.012457	0.012343	0.0079908	0.012253	0.012301	0.012307	0.012303	0.012375	0.012437	0.01231                                                                            
TNFRSF4	0.011542	0.0096825	0.011732	0.0072422	0.01244	0.012665	0.012234	0.012418	0.01232	0.012438	0.01236	0.012505	0.012309	0.012569	0.012317	0.01249	0.012426	0.012457	0.0096825	0.012195	0.010629	0.011245	0.012106	0.011974	0.012394	0.012251	0.012537	0.011534	0.011498	0.012086	0.012501	0.012511	0.012345	0.012653	0.012451	0.012533	0.012466	0.012371	0.012147	0.012342	0.012427	0.01248	0.012405	0.012343	0.01238	0.012511	0.012453	0.012447	0.012416	0.012277	0.011243	0.012444	0.012451	0.012381	0.012392	0.012272	0.012423	0.012342	0.012252	0.012169	0.011177	0.012608	0.012015	0.012376	0.012186	0.013141	0.010887	0.010629	0.012449	0.01088	0.012412	0.011415	0.011629	0.012578	0.012605	0.0083207	0.012379	0.012413	0.012415	0.012375	0.012659	0.012881	0.012462                                                                         
TNFSF4 	0.011489	0.0094502	0.011585	0.0072267	0.012511	0.012831	0.01224	0.01249	0.012362	0.012522	0.012378	0.012506	0.012343	0.012486	0.012323	0.012556	0.012455	0.012566	0.0094502	0.012182	0.010217	0.010987	0.011993	0.011776	0.012628	0.012259	0.012412	0.011343	0.011299	0.011941	0.012623	0.012614	0.012381	0.012871	0.012552	0.012651	0.012587	0.012412	0.012193	0.012389	0.012484	0.012549	0.012498	0.012352	0.012438	0.012582	0.012539	0.012514	0.012481	0.012286	0.011335	0.01251	0.012482	0.012436	0.012434	0.012309	0.012411	0.012377	0.012195	0.01214	0.01091	0.012746	0.012067	0.012411	0.012085	0.013746	0.010539	0.010217	0.012521	0.010526	0.012461	0.0112	0.01147	0.012706	0.012692	0.0076401	0.012432	0.012475	0.012499	0.012437	0.012881	0.013336	0.012573                                                                          
TSLP   	0.011581	0.0098703	0.011755	0.0071175	0.012381	0.012502	0.012238	0.012492	0.012287	0.012558	0.012345	0.012457	0.012288	0.012555	0.01231	0.012446	0.01242	0.012373	0.0098703	0.01223	0.010982	0.011462	0.012024	0.011887	0.014221	0.012234	0.012433	0.011581	0.01166	0.011997	0.012414	0.0124	0.012334	0.012462	0.012372	0.012397	0.012358	0.012286	0.012099	0.012306	0.012373	0.012412	0.012342	0.012475	0.012328	0.012449	0.01238	0.012429	0.012348	0.012252	0.011446	0.012413	0.012356	0.012324	0.012328	0.012227	0.012374	0.012308	0.012185	0.012129	0.011264	0.012451	0.011936	0.012358	0.012098	0.012603	0.011179	0.010982	0.012377	0.011178	0.01237	0.011592	0.011756	0.012445	0.012439	0.0081342	0.012405	0.012361	0.012327	0.01231	0.012462	0.012573	0.012536                                                                           
