       	ADAM33 	ADRB2  	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CHIA   	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL31   	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	PRG2   	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	SIGLEC8	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TSLP   
IL17A  	0.011701	0.011226	0.011924	0.0088376	0.010467	0.012835	0.012507	0.012497	0.01249	0.012622	0.012475	0.012626	0.012485	0.012733	0.012521	0.012648	0.012588	0.012637	0.00984	0.011077	0.011654	0.011901	0.011482	0.012742	0.012455	0.012686	0.011685	0.011889	0.0098829	0.012695	0.012775	0.012284	0.012772	0.012649	0.012852	0.01256	0.012705	0.01254	0.01249	0.012667	0.012703	0.012828	0.01349	0.012637	0.013293	0.012697	0.012803	0.012612	0.012514	0.016417	0.01275	0.012585	0.012518	0.012526	0.012421	0.012631	0.012527	0.012162	0.01228	0.011482	0.01277	0.012272	0.010458	0.011461	0.012923	0.0083096	0.011077	0.012886	0.011331	0.0098258	0.011743	0.011954	0.012965	0.012774	0.0083096	0.012788	0.012462	0.012724	0.012594	0.012819	0.012897	0.012683                                                                           
IL17RB 	0.010518	0.009755	0.011412	0.0062096	0.0089082	0.0126	0.013582	0.012536	0.012521	0.012704	0.012465	0.012595	0.012581	0.012197	0.012564	0.012788	0.012615	0.012558	0.0080783	0.010708	0.011446	0.01129	0.010536	0.012129	0.012474	0.012215	0.011128	0.011899	0.0083078	0.012649	0.012734	0.012129	0.012594	0.012731	0.012214	0.012438	0.012687	0.012376	0.01256	0.012198	0.013243	0.01349	0.034894	0.012698	0.013371	0.012857	0.016141	0.012636	0.01254	0.011861	0.013391	0.012352	0.012522	0.012429	0.013008	0.012701	0.012725	0.011727	0.012102	0.010536	0.012612	0.012006	0.0089872	0.010477	0.012049	0.0094065	0.010708	0.01293	0.011018	0.0080012	0.01177	0.011972	0.012852	0.012284	0.0094065	0.012537	0.012385	0.012685	0.012677	0.012301	0.012113	0.012966                                                                       
IL18   	0.011918	0.01151	0.012531	0.007741	0.010664	0.012796	0.01252	0.012506	0.012508	0.012611	0.012506	0.012645	0.012511	0.012632	0.01254	0.012631	0.012584	0.012636	0.010077	0.011188	0.011739	0.012489	0.012427	0.012546	0.012501	0.01268	0.012469	0.011957	0.010025	0.012675	0.01278	0.012363	0.012747	0.012653	0.012968	0.012568	0.012715	0.012572	0.012505	0.012729	0.012719	0.012637	0.012698	0.012697	0.013558	0.012681	0.012709	0.01261	0.012553	0.01148	0.012774	0.012646	0.012547	0.012563	0.012439	0.012632	0.012572	0.012552	0.012539	0.012427	0.012771	0.012235	0.010646	0.011566	0.012871	0.0084824	0.011188	0.012717	0.011435	0.010063	0.011819	0.012017	0.012869	0.012765	0.0084824	0.012588	0.01248	0.012704	0.012614	0.012803	0.012843	0.012644                                                                             
IL1RL1 	0.01091	0.010147	0.011646	0.0065169	0.0095718	0.013058	0.012596	0.01265	0.012627	0.012743	0.012481	0.012731	0.012609	0.012346	0.012571	0.012786	0.012629	0.012828	0.0087028	0.010157	0.01114	0.011415	0.010657	0.012284	0.012552	0.012403	0.011006	0.011533	0.008837	0.012955	0.013961	0.012118	0.01309	0.012919	0.012891	0.012772	0.01308	0.012727	0.012687	0.012633	0.013116	0.013293	0.013371	0.013558	0.022188	0.013056	0.013204	0.01277	0.01257	0.012046	0.014165	0.012556	0.0127	0.012629	0.012856	0.01264	0.012677	0.011858	0.012145	0.010657	0.013438	0.012168	0.0095322	0.01094	0.012784	0.0092772	0.010157	0.012936	0.010573	0.0086668	0.011318	0.011668	0.013473	0.014056	0.0092772	0.012684	0.012622	0.013137	0.012803	0.012816	0.012731	0.012922                                                                           
IL21   	0.012029	0.011584	0.011933	0.0073197	0.010531	0.013022	0.012531	0.012565	0.012536	0.012701	0.012577	0.012732	0.012541	0.012764	0.012603	0.012709	0.012657	0.012724	0.0098791	0.011144	0.011732	0.011897	0.011458	0.0128	0.012506	0.012789	0.011668	0.011961	0.010267	0.012778	0.012877	0.012435	0.012911	0.012725	0.013037	0.012632	0.012796	0.012651	0.012559	0.012866	0.012779	0.012697	0.012857	0.012681	0.013056	0.012775	0.012783	0.012682	0.012576	0.011887	0.012761	0.012666	0.012611	0.012626	0.012482	0.012699	0.012575	0.012185	0.012301	0.011458	0.012986	0.012172	0.010483	0.011758	0.013168	0.0084747	0.011144	0.012817	0.0114	0.009883	0.011808	0.012024	0.013034	0.013263	0.0084747	0.012662	0.012552	0.012815	0.01264	0.013001	0.013142	0.012737                                                                        
IL25   	0.011367	0.010696	0.011953	0.0070104	0.010148	0.012853	0.012732	0.012607	0.012556	0.012757	0.012601	0.012759	0.012583	0.012675	0.012632	0.012757	0.012679	0.012703	0.009496	0.011252	0.011821	0.011907	0.011444	0.012952	0.012543	0.012717	0.01171	0.012062	0.010236	0.012751	0.012815	0.012295	0.012814	0.012734	0.012819	0.012595	0.012767	0.012542	0.012587	0.012826	0.012958	0.012803	0.016141	0.012709	0.013204	0.012783	0.013377	0.012701	0.012612	0.011161	0.012937	0.012645	0.012617	0.012608	0.012579	0.012743	0.012642	0.012192	0.012334	0.011444	0.01283	0.012166	0.010173	0.011736	0.012858	0.0087034	0.011252	0.0128	0.011501	0.0094277	0.011926	0.012119	0.012921	0.012746	0.0087034	0.012639	0.012528	0.012768	0.01269	0.012844	0.012899	0.012827                                                                        
IL2RA  	0.011622	0.011001	0.012085	0.0074732	0.010461	0.01283	0.01255	0.012522	0.012497	0.012651	0.012583	0.012685	0.012552	0.012737	0.0126	0.012665	0.012623	0.01268	0.009821	0.012045	0.01228	0.012052	0.01172	0.01268	0.012555	0.012977	0.01189	0.012375	0.010292	0.012701	0.012701	0.012298	0.012808	0.012659	0.012784	0.012566	0.012677	0.012505	0.012518	0.012789	0.012727	0.012612	0.012636	0.01261	0.01277	0.012682	0.012701	0.012673	0.012614	0.011772	0.012683	0.012708	0.012563	0.012583	0.012437	0.012748	0.012577	0.012296	0.012366	0.01172	0.012741	0.012163	0.010428	0.011755	0.013148	0.0083422	0.012045	0.012686	0.012162	0.0098115	0.01231	0.012399	0.012808	0.01263	0.0083422	0.012629	0.012496	0.012691	0.012607	0.012989	0.01314	0.012687                                                                                  
IL3    	0.011411	0.01078	0.012639	0.0077602	0.010189	0.012647	0.012581	0.012457	0.012451	0.012585	0.012563	0.012604	0.012552	0.01269	0.012576	0.012597	0.012576	0.012576	0.0095431	0.012742	0.012689	0.01261	0.012638	0.012677	0.012598	0.013122	0.012657	0.01269	0.0099238	0.012572	0.012544	0.012218	0.012599	0.012563	0.012546	0.012458	0.012542	0.01238	0.012443	0.012591	0.012628	0.012514	0.01254	0.012553	0.01257	0.012576	0.012612	0.012614	0.01264	0.011403	0.012593	0.012727	0.012493	0.012522	0.012398	0.012768	0.012587	0.01266	0.0126	0.012638	0.012548	0.012202	0.010213	0.011485	0.012678	0.008286	0.012742	0.012609	0.01275	0.0095127	0.012697	0.012678	0.012626	0.012349	0.008286	0.012591	0.012404	0.012558	0.012563	0.012709	0.0127	0.012598                                                                                 
IL31   	0.008311	0.0073985	0.0095424	0.0053112	0.0072094	0.012184	0.011074	0.01103	0.011268	0.011182	0.010334	0.010695	0.011117	0.012136	0.010892	0.011405	0.01134	0.011435	0.0062839	0.0073417	0.0086641	0.0095324	0.0086097	0.012629	0.011288	0.012334	0.0089755	0.009194	0.0064503	0.011773	0.011565	0.0099116	0.011482	0.011499	0.010525	0.011517	0.01159	0.011178	0.011235	0.010308	0.011044	0.016417	0.011861	0.01148	0.012046	0.011887	0.011161	0.011772	0.011403	0.1538	0.011555	0.011654	0.011188	0.01126	0.011096	0.011863	0.011506	0.010674	0.010852	0.0086097	0.010873	0.011049	0.007142	0.0085949	0.010467	0.0053092	0.0073417	0.013049	0.0079116	0.0062232	0.0088813	0.0094882	0.012264	0.0097684	0.0053092	0.017689	0.011029	0.011989	0.011495	0.010871	0.010423	0.011948                                                        
IL33   	0.011436	0.010801	0.011994	0.0072899	0.010453	0.01285	0.01259	0.012613	0.012555	0.012743	0.012589	0.012745	0.012569	0.012718	0.012614	0.012734	0.012663	0.0127	0.0098494	0.011314	0.01185	0.011935	0.011502	0.013059	0.012537	0.012723	0.011725	0.012062	0.010182	0.012749	0.012901	0.012285	0.012819	0.012718	0.012851	0.012609	0.01277	0.012553	0.012575	0.012812	0.012871	0.01275	0.013391	0.012774	0.014165	0.012761	0.012937	0.012683	0.012593	0.011555	0.012973	0.01264	0.0126	0.012596	0.012525	0.012707	0.012608	0.012207	0.01233	0.011502	0.012852	0.012183	0.010499	0.011694	0.012882	0.0086304	0.011314	0.012778	0.011553	0.0097969	0.01193	0.012116	0.01294	0.012816	0.0086304	0.012649	0.012539	0.012776	0.012669	0.01285	0.012905	0.01279                                                                                 
IL3RA  	0.011356	0.010561	0.01328	0.0074127	0.009634	0.012794	0.012575	0.012464	0.012495	0.012621	0.012449	0.012628	0.012545	0.012627	0.012565	0.012614	0.012588	0.012715	0.0088275	0.011222	0.011758	0.01327	0.013631	0.012619	0.012627	0.013718	0.013481	0.01201	0.010199	0.012684	0.012624	0.012164	0.012787	0.012659	0.012506	0.012533	0.012605	0.012423	0.012458	0.012678	0.012711	0.012585	0.012352	0.012646	0.012556	0.012666	0.012645	0.012708	0.012727	0.011654	0.01264	0.013038	0.012596	0.012654	0.012427	0.012959	0.012675	0.01316	0.012943	0.013631	0.012638	0.012319	0.0096381	0.011702	0.013162	0.0082362	0.011222	0.01268	0.011495	0.0088051	0.011867	0.012086	0.012705	0.012384	0.0082362	0.01274	0.012396	0.012653	0.012672	0.013093	0.013205	0.012685                                                                        
IL4    	0.011912	0.011473	0.012237	0.0075558	0.010316	0.012689	0.012451	0.012437	0.012421	0.012566	0.012498	0.012643	0.012449	0.012659	0.012509	0.012586	0.012548	0.012584	0.0096963	0.011326	0.011795	0.012233	0.012045	0.012598	0.012435	0.012654	0.012136	0.011984	0.015151	0.012616	0.012694	0.012337	0.012715	0.012585	0.012669	0.012483	0.012604	0.012485	0.012494	0.012854	0.012648	0.012518	0.012522	0.012547	0.0127	0.012611	0.012617	0.012563	0.012493	0.011188	0.0126	0.012596	0.012653	0.012609	0.012355	0.012576	0.012496	0.012374	0.012385	0.012045	0.012794	0.012113	0.010309	0.013874	0.012938	0.0081337	0.011326	0.012619	0.011532	0.009674	0.011855	0.012042	0.012731	0.013186	0.0081337	0.012521	0.012417	0.012631	0.01253	0.012835	0.012986	0.012596                                                                        
IL4R   	0.013805	0.013495	0.012147	0.007173	0.010304	0.012691	0.01247	0.012437	0.012437	0.012565	0.012573	0.012705	0.012474	0.012694	0.01257	0.012601	0.012609	0.012576	0.009677	0.011121	0.011683	0.012127	0.011884	0.012459	0.012456	0.01302	0.012008	0.011915	0.01302	0.012618	0.012641	0.012855	0.012652	0.0126	0.012791	0.012497	0.012646	0.012743	0.012516	0.013132	0.012679	0.012526	0.012429	0.012563	0.012629	0.012626	0.012608	0.012583	0.012522	0.01126	0.012596	0.012654	0.012609	0.012737	0.012359	0.012704	0.012505	0.012338	0.012354	0.011884	0.012663	0.012074	0.010264	0.013515	0.012717	0.0081031	0.011121	0.012587	0.011371	0.0096526	0.011754	0.011969	0.01275	0.012596	0.0081031	0.012554	0.012454	0.012648	0.012535	0.01273	0.012718	0.01257                                                                              
IL5    	0.011728	0.011337	0.012007	0.0072174	0.010143	0.012602	0.0124	0.012323	0.012297	0.012455	0.012453	0.012513	0.012373	0.012544	0.012423	0.012487	0.012453	0.012429	0.0095054	0.011983	0.012151	0.011921	0.011671	0.012441	0.012358	0.012504	0.011816	0.012269	0.0097021	0.012464	0.012574	0.012251	0.01253	0.012436	0.012469	0.012333	0.012466	0.012342	0.012306	0.012426	0.01248	0.012421	0.013008	0.012439	0.012856	0.012482	0.012579	0.012437	0.012398	0.011096	0.012525	0.012427	0.012355	0.012359	0.012594	0.012489	0.01238	0.012121	0.012202	0.011671	0.012669	0.011928	0.010145	0.011259	0.01254	0.015909	0.011983	0.012416	0.012067	0.0095048	0.01222	0.012271	0.012559	0.013105	0.015909	0.012383	0.012295	0.01249	0.012392	0.012528	0.012542	0.012463                                                                           
IL5RA  	0.011737	0.011004	0.01232	0.006962	0.0098159	0.012794	0.012639	0.012546	0.012529	0.012707	0.012663	0.012786	0.012613	0.012992	0.012711	0.012738	0.012726	0.012684	0.0090507	0.011957	0.012253	0.012275	0.012031	0.012826	0.012668	0.014062	0.012182	0.012418	0.0097499	0.012683	0.012647	0.012384	0.012687	0.012663	0.012567	0.012538	0.012647	0.012506	0.012523	0.012756	0.012775	0.012631	0.012701	0.012632	0.01264	0.012699	0.012743	0.012748	0.012768	0.011863	0.012707	0.012959	0.012576	0.012704	0.012489	0.013163	0.012662	0.012528	0.012528	0.012031	0.012636	0.01218	0.0098408	0.011589	0.012647	0.0085287	0.011957	0.012722	0.012128	0.0090292	0.012321	0.012433	0.012748	0.012339	0.0085287	0.01278	0.012481	0.01268	0.012659	0.012798	0.01267	0.012714                                                                      
IL9    	0.011482	0.010886	0.012863	0.0077872	0.010481	0.012641	0.012555	0.012462	0.012459	0.012575	0.012499	0.012581	0.012516	0.01263	0.01253	0.012578	0.012547	0.012564	0.0099018	0.01212	0.012302	0.012846	0.013018	0.012708	0.012547	0.012808	0.012965	0.012381	0.010062	0.012569	0.012563	0.012213	0.012599	0.012564	0.012601	0.012467	0.012556	0.012396	0.012442	0.012626	0.012636	0.012527	0.012725	0.012572	0.012677	0.012575	0.012642	0.012577	0.012587	0.011506	0.012608	0.012675	0.012496	0.012505	0.01238	0.012662	0.012579	0.01279	0.012686	0.013018	0.012569	0.01223	0.010504	0.011559	0.012675	0.0082155	0.01212	0.012622	0.012219	0.0098826	0.012335	0.012399	0.012653	0.012414	0.0082155	0.012573	0.012406	0.012564	0.012567	0.012684	0.012685	0.012594                                                                         
KIT    	0.01038	0.0095123	0.018685	0.0078939	0.0087281	0.012004	0.012564	0.012018	0.012287	0.012122	0.011834	0.012026	0.012336	0.011826	0.012119	0.012103	0.012122	0.012266	0.0079188	0.010429	0.011117	0.018771	0.022591	0.01174	0.012626	0.012855	0.020869	0.011473	0.0093725	0.012124	0.011984	0.011558	0.012005	0.012271	0.011659	0.012094	0.012042	0.011873	0.012034	0.011941	0.01226	0.012162	0.011727	0.012552	0.011858	0.012185	0.012192	0.012296	0.01266	0.010674	0.012207	0.01316	0.012374	0.012338	0.012121	0.012528	0.01279	0.016682	0.015247	0.022591	0.011887	0.012784	0.0088158	0.010921	0.011743	0.007049	0.010429	0.012341	0.010805	0.0078636	0.011325	0.011608	0.011976	0.011434	0.007049	0.012531	0.011865	0.012087	0.012576	0.012138	0.011818	0.01218                                                                       
KITLG  	0.010661	0.0099186	0.016563	0.010004	0.0093603	0.012207	0.012534	0.012155	0.012342	0.01226	0.012045	0.012199	0.012382	0.012099	0.012238	0.012256	0.012251	0.012357	0.0086363	0.010906	0.01145	0.016633	0.019117	0.012019	0.012569	0.012741	0.017997	0.011726	0.0093374	0.012264	0.012175	0.011752	0.012198	0.012359	0.011991	0.012215	0.012208	0.012033	0.012155	0.012123	0.012368	0.01228	0.012102	0.012539	0.012145	0.012301	0.012334	0.012366	0.0126	0.010852	0.01233	0.012943	0.012385	0.012354	0.012202	0.012528	0.012686	0.015247	0.014311	0.019117	0.012114	0.012758	0.0094451	0.010948	0.01206	0.0077908	0.010906	0.012488	0.011199	0.0085891	0.011607	0.011822	0.012221	0.011779	0.0077908	0.012513	0.012033	0.012237	0.01257	0.012305	0.0121	0.012299                                                                         
LTB4R  	0.0084836	0.0073867	0.027637	0.0080251	0.0070212	0.010856	0.012526	0.011287	0.011955	0.011315	0.010748	0.011021	0.011986	0.010404	0.011381	0.011251	0.011342	0.011665	0.0061222	0.0085935	0.0097263	0.027869	0.037157	0.010168	0.012664	0.012223	0.032983	0.010353	0.0072794	0.01131	0.01099	0.010446	0.01095	0.011704	0.010233	0.011445	0.011149	0.010962	0.011332	0.010689	0.011544	0.011482	0.010536	0.012427	0.010657	0.011458	0.011444	0.01172	0.012638	0.0086097	0.011502	0.013631	0.012045	0.011884	0.011671	0.012031	0.013018	0.022591	0.019117	0.038069	0.010732	0.013518	0.0072103	0.0092649	0.010163	0.0058066	0.0085935	0.011735	0.00923	0.0060284	0.010139	0.010625	0.010798	0.0098926	0.0058066	0.012265	0.011	0.011223	0.012461	0.01107	0.010298	0.011426                                                                
MAF    	0.011438	0.010781	0.011508	0.0066028	0.010351	0.013273	0.012471	0.012571	0.012543	0.012722	0.012569	0.012804	0.012523	0.012645	0.012593	0.012751	0.012656	0.012825	0.009557	0.010462	0.011319	0.011451	0.010732	0.012385	0.012459	0.012561	0.011044	0.011646	0.010255	0.012935	0.013583	0.012289	0.013275	0.012857	0.013	0.012736	0.012937	0.01268	0.01261	0.012984	0.012848	0.01277	0.012612	0.012771	0.013438	0.012986	0.01283	0.012741	0.012548	0.010873	0.012852	0.012638	0.012794	0.012663	0.012669	0.012636	0.012569	0.011887	0.012114	0.010732	0.014381	0.012075	0.010205	0.011703	0.01349	0.0089041	0.010462	0.012794	0.010813	0.009646	0.011428	0.011759	0.013302	0.018284	0.0089041	0.012625	0.012664	0.013093	0.012683	0.013223	0.013436	0.012777                                                                            
MMP9   	0.010668	0.010015	0.013041	0.041856	0.0099521	0.012179	0.012143	0.012036	0.012279	0.012135	0.011915	0.012076	0.012238	0.012006	0.012052	0.012144	0.012087	0.012325	0.0093476	0.010555	0.011162	0.013393	0.013518	0.011907	0.012215	0.012246	0.013319	0.011414	0.0091347	0.012193	0.012143	0.011631	0.012188	0.012272	0.012235	0.012219	0.012171	0.011983	0.012099	0.012101	0.012228	0.012272	0.012006	0.012235	0.012168	0.012172	0.012166	0.012163	0.012202	0.011049	0.012183	0.012319	0.012113	0.012074	0.011928	0.01218	0.01223	0.012784	0.012758	0.013518	0.012075	0.014985	0.010011	0.01083	0.012242	0.0072174	0.010555	0.013006	0.010849	0.0092677	0.011287	0.01151	0.01243	0.011731	0.0072174	0.012204	0.011948	0.012171	0.012511	0.012264	0.01221	0.012138                                                                       
MRC1   	0.0079363	0.0072311	0.008261	0.0048932	0.055297	0.010356	0.010282	0.013387	0.012721	0.010968	0.010429	0.010721	0.010513	0.010488	0.010683	0.010727	0.010606	0.010664	0.066114	0.0072485	0.0088783	0.0082406	0.0072103	0.01082	0.010264	0.0092604	0.0076515	0.0088094	0.0061561	0.01071	0.010471	0.0098085	0.010417	0.010624	0.010553	0.012332	0.010798	0.010468	0.01213	0.010707	0.010621	0.010458	0.0089872	0.010646	0.0095322	0.010483	0.010173	0.010428	0.010213	0.007142	0.010499	0.0096381	0.010309	0.010264	0.010145	0.0098408	0.010504	0.0088158	0.0094451	0.0072103	0.010205	0.010011	0.058096	0.0084335	0.0097963	0.004849	0.0072485	0.010116	0.0076843	0.066466	0.0084881	0.008913	0.010016	0.0088834	0.004849	0.010131	0.013543	0.010612	0.010569	0.0097526	0.0094623	0.010688                                               
