       	ADAM33 	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TSLP   
IFNG   	0.011811	0.012957	0.0093108	0.0027783	0.01409	0.013691	0.01388	0.013891	0.013922	0.013924	0.013924	0.013796	0.013851	0.013805	0.013933	0.013891	0.013934	0.011675	0.010148	0.012914	0.012409	0.013916	0.013714	0.01368	0.012646	0.013126	0.010239	0.014011	0.013954	0.013528	0.014254	0.014002	0.015095	0.014028	0.014186	0.014064	0.013764	0.014201	0.01397	0.013919	0.013317	0.01386	0.014031	0.013995	0.013796	0.013868	0.013775	0.013914	0.013699	0.01372	0.01365	0.013694	0.013855	0.013649	0.013121	0.01336	0.012409	0.01423	0.013471	0.0027783	0.011554	0.015703	0.008917	0.0051092	0.014035	0.005754	0.012973	0.013364	0.014375	0.013536	0.013838	0.013668	0.01406	0.013856	0.014186	0.014155	0.013895                                                                              
IFNGR2 	0.01005	0.011537	0.0073143	0.0021571	0.014164	0.013441	0.013767	0.014159	0.013765	0.013584	0.013584	0.013792	0.012457	0.013565	0.013822	0.013499	0.014096	0.0093577	0.00898	0.011479	0.010197	0.012602	0.01367	0.012575	0.01071	0.011995	0.0085933	0.014655	0.014325	0.012973	0.014666	0.015095	0.03896	0.015637	0.018416	0.01721	0.013964	0.014235	0.014151	0.014336	0.012269	0.014056	0.013672	0.014435	0.013453	0.014025	0.013692	0.013694	0.013281	0.013767	0.013819	0.013727	0.013614	0.013664	0.011888	0.012637	0.010197	0.014708	0.013473	0.0021571	0.010298	0.01604	0.0075304	0.0035864	0.013849	0.0052714	0.011695	0.012653	0.014789	0.012608	0.01373	0.014105	0.014942	0.01416	0.013887	0.013444	0.013648                                                                         
IL10   	0.011737	0.01284	0.009903	0.0028071	0.014088	0.013643	0.013828	0.013871	0.013861	0.013846	0.013846	0.013767	0.013605	0.013745	0.013871	0.013807	0.013947	0.011533	0.0102	0.012802	0.012231	0.013702	0.013689	0.013711	0.012487	0.013041	0.010249	0.014013	0.013967	0.013464	0.014375	0.014028	0.015637	0.014098	0.014274	0.014121	0.013742	0.01398	0.013923	0.013918	0.013346	0.013852	0.014081	0.01399	0.013776	0.013858	0.013752	0.013907	0.013671	0.013698	0.013621	0.013678	0.013821	0.013628	0.013018	0.013288	0.012231	0.014232	0.013509	0.0028071	0.011558	0.016672	0.0089988	0.0052145	0.013973	0.0057687	0.012887	0.013306	0.014287	0.013612	0.013799	0.013653	0.014069	0.013852	0.014272	0.014258	0.013861                                                                        
IL12A  	0.011213	0.012459	0.0079145	0.0031227	0.014355	0.013683	0.013917	0.013988	0.013953	0.013971	0.013971	0.013834	0.013523	0.013813	0.01398	0.013886	0.014035	0.01102	0.0097435	0.012394	0.011565	0.013618	0.013723	0.01341	0.011936	0.012892	0.010164	0.014199	0.014151	0.013462	0.014333	0.014186	0.018416	0.014274	0.014904	0.014592	0.013853	0.014163	0.014069	0.014078	0.013629	0.013964	0.014228	0.014171	0.013919	0.013957	0.013785	0.014032	0.013629	0.013788	0.013707	0.013779	0.013879	0.013684	0.012703	0.013114	0.011565	0.014477	0.013403	0.0031227	0.011451	0.014721	0.0092309	0.004433	0.014111	0.0061435	0.012693	0.01324	0.014656	0.013683	0.01385	0.013826	0.014311	0.013946	0.01429	0.014178	0.013937                                                                        
IL12B  	0.012131	0.01262	0.008288	0.0030346	0.014174	0.013689	0.013883	0.013927	0.01392	0.013957	0.013957	0.013808	0.013637	0.013813	0.013945	0.013892	0.013946	0.011471	0.010103	0.012563	0.011848	0.013675	0.013711	0.013572	0.012178	0.013065	0.0106	0.014077	0.014035	0.013599	0.014155	0.014064	0.01721	0.014121	0.014592	0.01437	0.013806	0.01417	0.014026	0.013978	0.013492	0.013892	0.014126	0.014052	0.013855	0.0139	0.013767	0.013968	0.013655	0.013756	0.013735	0.013732	0.01388	0.01366	0.01284	0.013185	0.011848	0.014273	0.013381	0.0030346	0.011915	0.014341	0.0091715	0.0049826	0.014028	0.0060244	0.012901	0.013335	0.014416	0.013595	0.01382	0.013741	0.014154	0.013881	0.014131	0.014028	0.013888                                                                                
IL13   	0.01197	0.012762	0.0093509	0.0027998	0.013894	0.013625	0.013797	0.013768	0.013835	0.013951	0.013951	0.013703	0.013836	0.013753	0.013858	0.013856	0.013747	0.011851	0.014108	0.012731	0.012146	0.013879	0.013608	0.013549	0.012422	0.013166	0.010327	0.013819	0.013812	0.013515	0.013804	0.013764	0.013964	0.013742	0.013853	0.013806	0.013805	0.014175	0.013915	0.013789	0.013761	0.013748	0.014073	0.01383	0.01387	0.013743	0.013664	0.013917	0.013568	0.013606	0.013567	0.013608	0.0138	0.013718	0.012935	0.013203	0.012146	0.013921	0.013327	0.0027998	0.011611	0.013444	0.0090354	0.011387	0.01383	0.0057454	0.013026	0.013344	0.014011	0.013491	0.013705	0.013539	0.01384	0.013712	0.01384	0.013807	0.013824                                                                           
IL13RA1	0.013954	0.012101	0.0072164	0.0036153	0.014032	0.013662	0.013888	0.013882	0.013848	0.01414	0.01414	0.013785	0.013154	0.013842	0.013908	0.013844	0.013888	0.010315	0.010606	0.012096	0.011086	0.013193	0.013643	0.0131	0.011527	0.012556	0.011979	0.014007	0.014138	0.013925	0.014011	0.014201	0.014235	0.01398	0.014163	0.01417	0.014175	0.022012	0.014647	0.013882	0.01251	0.01386	0.013742	0.01399	0.013734	0.013989	0.013709	0.013885	0.013617	0.013979	0.014584	0.013635	0.014005	0.013739	0.012447	0.012929	0.011086	0.014368	0.013197	0.0036153	0.01366	0.013619	0.0077018	0.005318	0.013758	0.0068243	0.01228	0.013033	0.014044	0.013399	0.013728	0.014156	0.014105	0.013843	0.013878	0.013687	0.013801                                                                              
IL13RA2	0.01329	0.012611	0.007507	0.0033851	0.014082	0.013696	0.013877	0.013876	0.013886	0.014019	0.014019	0.013805	0.013419	0.013833	0.013907	0.013879	0.013921	0.011071	0.011464	0.012595	0.011835	0.013523	0.013707	0.013584	0.012174	0.012923	0.011524	0.013996	0.013988	0.013803	0.014023	0.01397	0.014151	0.013923	0.014069	0.014026	0.013915	0.014647	0.015329	0.013887	0.012977	0.013862	0.01389	0.013994	0.013841	0.014033	0.013792	0.01394	0.013747	0.013819	0.014019	0.013671	0.014089	0.013821	0.01287	0.013207	0.011835	0.014209	0.013263	0.0033851	0.012985	0.013648	0.0081274	0.0065093	0.013866	0.0064425	0.012717	0.013289	0.014117	0.013388	0.013813	0.013806	0.014033	0.013846	0.014152	0.013973	0.013888                                                                        
IL17A  	0.01131	0.012852	0.009769	0.0026943	0.014128	0.013726	0.013897	0.013913	0.013944	0.013934	0.013934	0.013808	0.013796	0.013807	0.013951	0.013898	0.013934	0.011703	0.010184	0.012793	0.012192	0.013944	0.013724	0.013646	0.012474	0.01317	0.0099923	0.014008	0.014027	0.013464	0.014078	0.013919	0.014336	0.013918	0.014078	0.013978	0.013789	0.013882	0.013887	0.01405	0.015729	0.013933	0.01468	0.014036	0.014286	0.013861	0.013773	0.014205	0.013676	0.013719	0.01357	0.013786	0.013855	0.01367	0.013015	0.013293	0.012192	0.01416	0.013524	0.0026943	0.011276	0.013976	0.0091859	0.0051431	0.014198	0.0056528	0.013028	0.013396	0.014538	0.013713	0.01384	0.013638	0.014058	0.013864	0.01415	0.014161	0.013993                                                                           
IL17RB 	0.0089046	0.011237	0.0061188	0.0015383	0.013429	0.013627	0.01338	0.01349	0.013389	0.01324	0.01324	0.013357	0.011836	0.013133	0.013455	0.013116	0.013337	0.0099355	0.0088869	0.010962	0.0097003	0.01255	0.013234	0.011724	0.010314	0.012321	0.0075659	0.01354	0.013651	0.012589	0.013307	0.013317	0.012269	0.013346	0.013629	0.013492	0.013761	0.01251	0.012977	0.015729	0.072087	0.013773	0.015038	0.014242	0.023615	0.013369	0.013187	0.015828	0.012695	0.013304	0.012788	0.014817	0.013181	0.013667	0.011337	0.01213	0.0097003	0.013161	0.012636	0.0015383	0.0090168	0.011283	0.010537	0.0035623	0.013486	0.0042656	0.012177	0.012669	0.013808	0.012814	0.013189	0.0131	0.013653	0.01346	0.012585	0.012622	0.014541                                                                       
IL18   	0.011249	0.013652	0.0084764	0.0028049	0.014062	0.01371	0.013831	0.013851	0.013861	0.013865	0.013865	0.013786	0.013566	0.013753	0.013863	0.013811	0.013877	0.011679	0.010412	0.013564	0.013445	0.013738	0.013757	0.013693	0.013516	0.013153	0.010008	0.013919	0.014008	0.013413	0.013954	0.01386	0.014056	0.013852	0.013964	0.013892	0.013748	0.01386	0.013862	0.013933	0.013773	0.013985	0.015095	0.01395	0.013962	0.013825	0.013802	0.014248	0.013788	0.013705	0.01355	0.013737	0.013848	0.013691	0.013656	0.013711	0.013445	0.014075	0.013414	0.0028049	0.011272	0.013713	0.0092916	0.0054565	0.013957	0.0057436	0.013019	0.013385	0.014183	0.013606	0.013831	0.013591	0.01397	0.013853	0.013996	0.013983	0.013914                                                                        
IL1RL1 	0.010191	0.012485	0.0070483	0.0020467	0.014172	0.013717	0.013922	0.014043	0.01392	0.013904	0.013904	0.013904	0.012823	0.013745	0.013946	0.013751	0.01403	0.010582	0.009487	0.012153	0.011184	0.013273	0.013836	0.012892	0.01161	0.012787	0.0088319	0.014177	0.015615	0.013264	0.014095	0.014031	0.013672	0.014081	0.014228	0.014126	0.014073	0.013742	0.01389	0.01468	0.015038	0.015095	0.024578	0.014293	0.014825	0.013935	0.013765	0.016908	0.013514	0.013866	0.013607	0.014216	0.01382	0.013794	0.012493	0.013012	0.011184	0.014634	0.013317	0.0020467	0.01037	0.012906	0.010087	0.0040145	0.014007	0.0050714	0.012597	0.013189	0.01443	0.015826	0.013778	0.013823	0.014409	0.013995	0.013739	0.013657	0.014297                                                                          
IL21   	0.011144	0.012864	0.0079788	0.0025509	0.014493	0.013742	0.013951	0.013946	0.013994	0.013953	0.013953	0.013839	0.013708	0.013835	0.013974	0.013909	0.014035	0.011553	0.010395	0.012798	0.012196	0.014081	0.013768	0.013888	0.012478	0.013126	0.010078	0.014097	0.014054	0.013456	0.014248	0.013995	0.014435	0.01399	0.014171	0.014052	0.01383	0.01399	0.013994	0.014036	0.014242	0.01395	0.014293	0.014136	0.014086	0.013945	0.013842	0.01411	0.013775	0.013775	0.013632	0.013787	0.013935	0.013725	0.013059	0.013337	0.012196	0.014405	0.0134	0.0025509	0.011359	0.014263	0.0091861	0.0053868	0.014206	0.0055771	0.01297	0.013397	0.014708	0.013594	0.013929	0.013717	0.01418	0.013903	0.01439	0.014431	0.014044                                                                            
IL25   	0.010883	0.012635	0.0072421	0.0020761	0.014012	0.013788	0.013921	0.013868	0.013973	0.01391	0.01391	0.013788	0.013373	0.013773	0.013916	0.013837	0.013846	0.01176	0.010941	0.012518	0.011803	0.014198	0.013707	0.01332	0.012166	0.01325	0.0099884	0.013921	0.013964	0.013391	0.013856	0.013796	0.013453	0.013776	0.013919	0.013855	0.01387	0.013734	0.013841	0.014286	0.023615	0.013962	0.014825	0.014086	0.015913	0.013827	0.013738	0.014703	0.013568	0.013706	0.013503	0.013986	0.013849	0.01377	0.012791	0.013151	0.011803	0.013948	0.013198	0.0020761	0.011184	0.012752	0.0096886	0.0060154	0.013917	0.0050394	0.013138	0.013439	0.01414	0.013469	0.013777	0.013566	0.013963	0.013809	0.01383	0.013957	0.014236                                                                          
IL2RA  	0.012102	0.013014	0.0080784	0.0028043	0.014089	0.013752	0.013869	0.013853	0.013901	0.013894	0.013894	0.013799	0.013723	0.01383	0.013892	0.01387	0.013953	0.012943	0.010416	0.012951	0.012475	0.013844	0.013775	0.014236	0.012716	0.013619	0.010607	0.013956	0.013863	0.01358	0.01408	0.013868	0.014025	0.013858	0.013957	0.0139	0.013743	0.013989	0.014033	0.013861	0.013369	0.013825	0.013935	0.013945	0.013827	0.013919	0.013838	0.013914	0.013838	0.013734	0.013676	0.01371	0.013978	0.013669	0.013201	0.013402	0.012475	0.014063	0.013314	0.0028043	0.011912	0.013825	0.0090918	0.0054578	0.013919	0.0057582	0.013563	0.013711	0.014131	0.01339	0.013859	0.013621	0.013956	0.013817	0.014512	0.014503	0.013929                                                                          
IL3    	0.01149	0.01394	0.0083825	0.0022647	0.013927	0.013785	0.013836	0.013818	0.01387	0.013815	0.013815	0.013796	0.0139	0.013815	0.013849	0.013839	0.013829	0.013241	0.010223	0.013868	0.013947	0.014016	0.013872	0.015508	0.013953	0.013756	0.010031	0.013817	0.013691	0.013448	0.013768	0.013775	0.013692	0.013752	0.013785	0.013767	0.013664	0.013709	0.013792	0.013773	0.013187	0.013802	0.013765	0.013842	0.013738	0.013838	0.013955	0.013832	0.014138	0.013666	0.013547	0.013684	0.013975	0.01367	0.013997	0.013922	0.013947	0.013795	0.01338	0.0022647	0.011324	0.01329	0.0090605	0.0052612	0.013874	0.0052044	0.013729	0.013791	0.013918	0.013117	0.013966	0.013483	0.013808	0.013827	0.013874	0.013844	0.013866                                                                          
IL33   	0.010792	0.012855	0.0076888	0.0021438	0.014094	0.013792	0.013995	0.013964	0.014041	0.013986	0.013986	0.013873	0.013421	0.013843	0.013981	0.0139	0.013965	0.011653	0.010414	0.012705	0.012036	0.014235	0.013812	0.013579	0.012358	0.013237	0.01008	0.014028	0.014341	0.013424	0.013986	0.013914	0.013694	0.013907	0.014032	0.013968	0.013917	0.013885	0.01394	0.014205	0.015828	0.014248	0.016908	0.01411	0.014703	0.013914	0.013832	0.015106	0.013707	0.013797	0.013606	0.013936	0.013928	0.013775	0.012974	0.013293	0.012036	0.014163	0.013345	0.0021438	0.011286	0.012997	0.0096749	0.0052414	0.014005	0.0051451	0.013106	0.013469	0.014233	0.013929	0.013869	0.013677	0.014096	0.013913	0.013994	0.014109	0.014228                                                                       
IL3RA  	0.011846	0.014946	0.0076949	0.0020707	0.013878	0.013706	0.013714	0.013739	0.013714	0.013578	0.013578	0.013741	0.013523	0.013674	0.013671	0.013629	0.013806	0.011832	0.0094992	0.01487	0.015542	0.013736	0.013969	0.017852	0.015268	0.013206	0.010546	0.013718	0.013563	0.01335	0.013602	0.013699	0.013281	0.013671	0.013629	0.013655	0.013568	0.013617	0.013747	0.013676	0.012695	0.013788	0.013514	0.013775	0.013568	0.013838	0.014138	0.013707	0.014705	0.013676	0.013603	0.013614	0.014028	0.013683	0.014928	0.014522	0.015542	0.01362	0.013355	0.0020707	0.011861	0.012718	0.0089238	0.0042554	0.013753	0.0049738	0.013103	0.013471	0.013678	0.01294	0.014135	0.013383	0.013702	0.013848	0.013781	0.013708	0.013792                                                                     
IL4    	0.012238	0.013211	0.0080931	0.0026035	0.013812	0.013607	0.013737	0.013713	0.013776	0.013822	0.013822	0.01366	0.01369	0.013687	0.013785	0.013756	0.013764	0.011957	0.0099053	0.013179	0.012902	0.01376	0.013612	0.0136	0.013039	0.013145	0.0165	0.013792	0.013873	0.013513	0.013825	0.01372	0.013767	0.013698	0.013788	0.013756	0.013606	0.013979	0.013819	0.013719	0.013304	0.013705	0.013866	0.013775	0.013706	0.013734	0.013666	0.013797	0.013676	0.013845	0.013767	0.013591	0.013744	0.013529	0.013333	0.013443	0.012902	0.013925	0.013191	0.0026035	0.015683	0.013314	0.0088237	0.0049008	0.013781	0.0055239	0.013021	0.013355	0.013911	0.014564	0.01371	0.013484	0.013796	0.013682	0.01412	0.014215	0.013783                                                                           
IL4R   	0.021507	0.012585	0.0075271	0.0028447	0.013671	0.013555	0.013608	0.013594	0.013627	0.0137	0.0137	0.013603	0.013381	0.013667	0.013629	0.013744	0.013584	0.0115	0.010222	0.012555	0.011981	0.013345	0.013493	0.0137	0.01226	0.012924	0.016245	0.01365	0.013726	0.014925	0.013594	0.01365	0.013819	0.013621	0.013707	0.013735	0.013567	0.014584	0.014019	0.01357	0.012788	0.01355	0.013607	0.013632	0.013503	0.013676	0.013547	0.013606	0.013603	0.013767	0.014423	0.013473	0.013826	0.013461	0.012824	0.013071	0.011981	0.013766	0.012966	0.0028447	0.017452	0.013191	0.0087322	0.0053542	0.013561	0.005767	0.012768	0.013178	0.01367	0.01348	0.013588	0.013506	0.013669	0.01353	0.013639	0.013515	0.013568                                                                                   
IL5    	0.012089	0.013061	0.0078631	0.0025718	0.01391	0.013714	0.013774	0.013737	0.013823	0.013884	0.013884	0.013707	0.013889	0.013781	0.013844	0.013858	0.013715	0.013704	0.0098664	0.012943	0.012585	0.013806	0.013666	0.013615	0.012796	0.013889	0.0099059	0.013768	0.013873	0.01356	0.013731	0.013694	0.013727	0.013678	0.013779	0.013732	0.013608	0.013635	0.013671	0.013786	0.014817	0.013737	0.014216	0.013787	0.013986	0.01371	0.013684	0.013936	0.013614	0.013591	0.013473	0.013858	0.013772	0.013517	0.013152	0.013341	0.012585	0.01382	0.013147	0.0025718	0.011199	0.013242	0.017016	0.0048532	0.013725	0.0054843	0.013906	0.013808	0.013866	0.01459	0.013699	0.013463	0.013786	0.013678	0.013745	0.01371	0.013795                                                                       
IL5RA  	0.013005	0.01317	0.0074137	0.0022146	0.014063	0.013849	0.013969	0.013919	0.014014	0.014048	0.014048	0.013888	0.01435	0.014021	0.014027	0.014075	0.013889	0.012575	0.010567	0.013093	0.012653	0.014081	0.013876	0.014747	0.012892	0.01367	0.010238	0.013923	0.013813	0.013851	0.013796	0.013855	0.013614	0.013821	0.013879	0.01388	0.0138	0.014005	0.014089	0.013855	0.013181	0.013848	0.01382	0.013935	0.013849	0.013978	0.013975	0.013928	0.014028	0.013744	0.013826	0.013772	0.014573	0.013768	0.01338	0.013542	0.012653	0.013884	0.013287	0.0022146	0.011923	0.012941	0.009466	0.0054651	0.013902	0.0052159	0.013552	0.013753	0.013949	0.013141	0.014011	0.013628	0.013907	0.013868	0.013886	0.01372	0.013952                                                                            
IL9    	0.011797	0.013615	0.0081645	0.0026634	0.013762	0.013566	0.013661	0.01365	0.013682	0.013677	0.013677	0.013618	0.013489	0.013601	0.013664	0.013637	0.01365	0.011772	0.015243	0.013588	0.013552	0.013732	0.013603	0.013778	0.01358	0.013067	0.010239	0.013686	0.013624	0.013336	0.013654	0.013649	0.013664	0.013628	0.013684	0.01366	0.013718	0.013739	0.013821	0.01367	0.013667	0.013691	0.013794	0.013725	0.01377	0.013669	0.01367	0.013775	0.013683	0.013529	0.013461	0.013517	0.013768	0.013751	0.013635	0.013645	0.013552	0.013726	0.013213	0.0026634	0.011527	0.013252	0.0089021	0.013185	0.013696	0.0055532	0.012947	0.013271	0.013833	0.013091	0.013687	0.01339	0.0137	0.01366	0.013721	0.013687	0.013728                                                                              
KIT    	0.0094296	0.022322	0.0077866	0.0015695	0.012789	0.013502	0.012987	0.013182	0.012919	0.012591	0.012591	0.013386	0.012238	0.012931	0.012854	0.012717	0.013144	0.010463	0.0087684	0.022311	0.027632	0.012485	0.013918	0.014822	0.025265	0.012332	0.0090728	0.01292	0.012635	0.012326	0.012514	0.013121	0.011888	0.013018	0.012703	0.01284	0.012935	0.012447	0.01287	0.013015	0.011337	0.013656	0.012493	0.013059	0.012791	0.013201	0.013997	0.012974	0.014928	0.013333	0.012824	0.013152	0.01338	0.013635	0.020783	0.0183	0.027632	0.012506	0.013586	0.0015695	0.010233	0.011147	0.0073628	0.0036788	0.01309	0.0042026	0.012218	0.012782	0.012548	0.011647	0.01384	0.012605	0.012859	0.013723	0.012406	0.012221	0.013063                                                                       
KITLG  	0.010227	0.019299	0.0083161	0.0018471	0.013182	0.013579	0.013277	0.013404	0.013247	0.013042	0.013042	0.01352	0.012788	0.013227	0.013208	0.013115	0.013373	0.01111	0.0095261	0.019275	0.02272	0.012954	0.013854	0.014461	0.021194	0.012703	0.0093815	0.013243	0.01304	0.012739	0.012979	0.01336	0.012637	0.013288	0.013114	0.013185	0.013203	0.012929	0.013207	0.013293	0.01213	0.013711	0.013012	0.013337	0.013151	0.013402	0.013922	0.013293	0.014522	0.013443	0.013071	0.013341	0.013542	0.013645	0.0183	0.016701	0.02272	0.012995	0.01354	0.0018471	0.010593	0.012054	0.0083766	0.0045726	0.013378	0.0045966	0.012596	0.01304	0.013072	0.012282	0.013828	0.012923	0.013208	0.013755	0.012911	0.012769	0.01333                                                                            
LTB4R  	0.0075024	0.030848	0.0073317	0.0010635	0.011517	0.013187	0.012054	0.012467	0.011881	0.01132	0.01132	0.012916	0.010494	0.01199	0.011788	0.011534	0.012373	0.0085234	0.007751	0.03089	0.041392	0.01078	0.013906	0.013663	0.036722	0.011132	0.0071524	0.011947	0.011496	0.011177	0.01123	0.012409	0.010197	0.012231	0.011565	0.011848	0.012146	0.011086	0.011835	0.012192	0.0097003	0.013445	0.011184	0.012196	0.011803	0.012475	0.013947	0.012036	0.015542	0.012902	0.011981	0.012585	0.012653	0.013552	0.027632	0.02272	0.042304	0.011147	0.013733	0.0010635	0.0084139	0.0093379	0.0061398	0.0028588	0.012187	0.0033622	0.010985	0.011877	0.011107	0.010043	0.013601	0.011661	0.01183	0.013536	0.010875	0.01056	0.012167                                                                     
MAF    	0.010957	0.012211	0.007231	0.0034515	0.014719	0.013659	0.013952	0.013996	0.013966	0.014016	0.014016	0.013846	0.013244	0.013804	0.013992	0.01386	0.014225	0.010346	0.0095527	0.012144	0.011147	0.013462	0.01371	0.013196	0.011575	0.012605	0.010396	0.014336	0.014647	0.013448	0.014936	0.01423	0.014708	0.014232	0.014477	0.014273	0.013921	0.014368	0.014209	0.01416	0.013161	0.014075	0.014634	0.014405	0.013948	0.014063	0.013795	0.014163	0.01362	0.013925	0.013766	0.01382	0.013884	0.013726	0.012506	0.012995	0.011147	0.016112	0.013339	0.0034515	0.011612	0.015783	0.0082432	0.0041453	0.014131	0.0065748	0.012352	0.013093	0.014902	0.014968	0.013879	0.014003	0.014583	0.013965	0.014949	0.015007	0.014054                                                                        
MMP9   	0.010349	0.013631	0.045772	0.0020567	0.013369	0.01326	0.013328	0.013626	0.013333	0.013233	0.013233	0.013492	0.012952	0.013228	0.013343	0.01326	0.013558	0.010934	0.009647	0.014004	0.013733	0.013037	0.013407	0.013214	0.01369	0.012531	0.0089794	0.01341	0.013233	0.012795	0.013373	0.013471	0.013473	0.013509	0.013403	0.013381	0.013327	0.013197	0.013263	0.013524	0.012636	0.013414	0.013317	0.0134	0.013198	0.013314	0.01338	0.013345	0.013355	0.013191	0.012966	0.013147	0.013287	0.013213	0.013586	0.01354	0.013733	0.013339	0.016648	0.0020567	0.010317	0.013187	0.0078631	0.0047213	0.014385	0.0048868	0.012382	0.012827	0.013949	0.012341	0.013377	0.01302	0.013409	0.013768	0.013354	0.013278	0.013308                                                                           
MRC1   	0.0015943	0.0015073	0.00060997	0.28044	0.0034006	0.0025895	0.0027792	0.0024095	0.0022617	0.0032509	0.0032509	0.0024015	0.0017295	0.0027848	0.0023951	0.0024056	0.0028095	0.0010173	0.0012388	0.0014524	0.0010635	0.0016559	0.0025113	0.0015814	0.0012401	0.0017539	0.00097872	0.00285	0.0030433	0.0030323	0.0029845	0.0027783	0.0021571	0.0028071	0.0031227	0.0030346	0.0027998	0.0036153	0.0033851	0.0026943	0.0015383	0.0028049	0.0020467	0.0025509	0.0020761	0.0028043	0.0022647	0.0021438	0.0020707	0.0026035	0.0028447	0.0025718	0.0022146	0.0026634	0.0015695	0.0018471	0.0010635	0.0034515	0.0020567	0.33023	0.0013529	0.0018703	0.00084708	0.00033696	0.0019689	0.21717	0.0016157	0.0019309	0.0021384	0.0017812	0.0022732	0.010259	0.0030642	0.0022683	0.0021568	0.0019454	0.0021874
MS4A2  	0.014056	0.0093769	0.0044167	0.0013529	0.010606	0.011334	0.011268	0.011328	0.011211	0.011411	0.011411	0.011271	0.0096236	0.011242	0.011255	0.01084	0.011355	0.0072958	0.006937	0.0098229	0.0084139	0.0097926	0.011325	0.010193	0.008837	0.0095308	0.11373	0.011432	0.012013	0.01174	0.010935	0.011554	0.010298	0.011558	0.011451	0.011915	0.011611	0.01366	0.012985	0.011276	0.0090168	0.011272	0.01037	0.011359	0.011184	0.011912	0.011324	0.011286	0.011861	0.015683	0.017452	0.011199	0.011923	0.011527	0.010233	0.010593	0.0084139	0.011612	0.010317	0.0013529	0.10455	0.0091867	0.0052749	0.0026044	0.011152	0.0037211	0.009246	0.010604	0.010529	0.011738	0.011444	0.011563	0.011427	0.011323	0.011485	0.011319	0.011283                                                              
PDCD1  	0.0088811	0.010757	0.0069274	0.0018703	0.013714	0.012841	0.013282	0.013636	0.01323	0.012782	0.012782	0.013375	0.011544	0.012944	0.013249	0.012763	0.014454	0.008382	0.0082434	0.010727	0.0093379	0.011861	0.013139	0.011771	0.0098598	0.011114	0.007542	0.014498	0.014089	0.012172	0.020648	0.015703	0.01604	0.016672	0.014721	0.014341	0.013444	0.013619	0.013648	0.013976	0.011283	0.013713	0.012906	0.014263	0.012752	0.013825	0.01329	0.012997	0.012718	0.013314	0.013191	0.013242	0.012941	0.013252	0.011147	0.012054	0.0093379	0.015783	0.013187	0.0018703	0.0091867	0.071238	0.0067575	0.0031274	0.013148	0.0048293	0.010788	0.011934	0.014352	0.011743	0.013292	0.013777	0.014737	0.013837	0.016078	0.016222	0.013304                                                               
PMCH   	0.0058085	0.0079679	0.0030539	0.00084708	0.0096656	0.0091535	0.0092549	0.0091927	0.0093164	0.0096777	0.0096777	0.0092087	0.0077079	0.0093201	0.0093692	0.0094524	0.0090501	0.0072524	0.0048532	0.0068966	0.0061398	0.0076009	0.0090409	0.0074272	0.0065402	0.0094431	0.0041927	0.0091433	0.0093956	0.0091652	0.0088413	0.008917	0.0075304	0.0089988	0.0092309	0.0091715	0.0090354	0.0077018	0.0081274	0.0091859	0.010537	0.0092916	0.010087	0.0091861	0.0096886	0.0090918	0.0090605	0.0096749	0.0089238	0.0088237	0.0087322	0.017016	0.009466	0.0089021	0.0073628	0.0083766	0.0061398	0.0082432	0.0078631	0.00084708	0.0052749	0.0067575	0.37945	0.0016353	0.0078817	0.0025718	0.0094608	0.0093048	0.007926	0.010323	0.0088709	0.0089337	0.0091818	0.0091796	0.0077366	0.0074771	0.0091671  
POSTN  	0.0024259	0.0035236	0.001574	0.00033696	0.0040334	0.0050395	0.0048682	0.0049309	0.0043838	0.0049234	0.0049234	0.0052244	0.0032367	0.0047976	0.0043942	0.0042221	0.0045316	0.0020869	0.19241	0.0042893	0.0028588	0.0035549	0.005067	0.0035294	0.0031221	0.003428	0.0018907	0.0048947	0.0048507	0.0039244	0.0041745	0.0051092	0.0035864	0.0052145	0.004433	0.0049826	0.011387	0.005318	0.0065093	0.0051431	0.0035623	0.0054565	0.0040145	0.0053868	0.0060154	0.0054578	0.0052612	0.0052414	0.0042554	0.0049008	0.0053542	0.0048532	0.0054651	0.013185	0.0036788	0.0045726	0.0028588	0.0041453	0.0047213	0.00033696	0.0026044	0.0031274	0.0016353	0.48256	0.0040285	0.0012388	0.0032417	0.0039477	0.0039963	0.0031687	0.0048468	0.0051262	0.0048762	0.005081	0.0036759	0.0034857	0.0055076     
