       	ADAM33 	ADRB2  	ALOX5  	AREG   	ARG1   	BCL6   	CCL11  	CCL17  	CCL2   	CCL22  	CCL24  	CCL26  	CCL5   	CCL8   	CCR3   	CCR4   	CCR8   	CD40LG 	CHI3L1 	CHIA   	CLC    	CLCA1  	CMA1   	CPA3   	CRLF2  	CSF2   	CSF3R  	CYSLTR1	EPX    	FCER1A 	FOXP3  	GATA3  	GPR44  	ICOS   	IFNG   	IFNGR2 	IL10   	IL12A  	IL12B  	IL13   	IL13RA1	IL13RA2	IL17A  	IL17RB 	IL18   	IL1RL1 	IL21   	IL25   	IL2RA  	IL3    	IL31   	IL33   	IL3RA  	IL4    	IL4R   	IL5    	IL5RA  	IL9    	KIT    	KITLG  	LTB4R  	MAF    	MMP9   	MRC1   	MS4A2  	PDCD1  	PMCH   	POSTN  	PPARG  	PRG2   	RETNLB 	RNASE2 	RNASE3 	RORC   	SATB1  	SIGLEC8	STAT5A 	STAT6  	TBX21  	TGFB1  	TNFRSF4	TNFSF4 	TSLP   
FCER1A 	0.010659	0.0080522	0.011492	0.0070575	0.011187	0.011447	0.011609	0.011738	0.011901	0.011651	0.011473	0.011631	0.011771	0.011159	0.01173	0.011619	0.01163	0.011887	0.0080522	0.010665	0.0085928	0.009724	0.022323	0.030685	0.01068	0.011913	0.011915	0.011329	0.010114	0.027797	0.011883	0.011886	0.0115	0.0117	0.011922	0.012096	0.011955	0.01385	0.011642	0.012064	0.011624	0.011941	0.011754	0.010526	0.011897	0.01149	0.011864	0.011762	0.01191	0.012066	0.0089694	0.01177	0.012817	0.01272	0.01243	0.011592	0.011829	0.012509	0.018366	0.013827	0.011165	0.01162	0.012452	0.011799	0.022276	0.011375	0.0089944	0.0085928	0.011821	0.0090422	0.011161	0.010001	0.010451	0.011541	0.011335	0.0057509	0.012065	0.01174	0.011896	0.012036	0.011841	0.011645	0.011753                                                                            
FOXP3  	0.011734	0.010321	0.011833	0.007526	0.01247	0.012572	0.012228	0.0124	0.012302	0.012423	0.012338	0.012474	0.012287	0.012568	0.012295	0.012444	0.012401	0.012394	0.010321	0.012344	0.010789	0.011338	0.011972	0.011626	0.012647	0.012227	0.012399	0.011696	0.011561	0.011883	0.012438	0.012462	0.012339	0.012531	0.0124	0.01253	0.012402	0.012354	0.012178	0.012321	0.012446	0.012429	0.012365	0.012326	0.012352	0.012479	0.012416	0.012408	0.012359	0.012241	0.011387	0.012406	0.012359	0.012337	0.012348	0.012233	0.012359	0.012301	0.012138	0.012143	0.01139	0.012547	0.011997	0.012394	0.012054	0.012759	0.011015	0.010789	0.012444	0.011011	0.012439	0.011486	0.011675	0.012567	0.012603	0.0081872	0.012348	0.012384	0.012381	0.012343	0.012516	0.012641	0.012427                                                                            
GATA3  	0.011598	0.0098885	0.011996	0.0073718	0.012496	0.012636	0.012228	0.012388	0.012324	0.012397	0.01234	0.012448	0.012291	0.012449	0.012285	0.012434	0.012384	0.012414	0.0098885	0.012339	0.010576	0.011207	0.011985	0.01164	0.012227	0.012232	0.012339	0.011906	0.011457	0.011886	0.012462	0.012628	0.012335	0.012596	0.01243	0.012537	0.012425	0.012382	0.012161	0.012337	0.012478	0.012459	0.012388	0.012322	0.012395	0.012661	0.012464	0.01243	0.012371	0.012235	0.011086	0.012441	0.012361	0.012376	0.012362	0.012274	0.012343	0.012312	0.012144	0.012193	0.011629	0.012876	0.012009	0.01239	0.012065	0.012711	0.01084	0.010576	0.012477	0.010829	0.012469	0.011374	0.01159	0.012669	0.013628	0.0082812	0.012326	0.012436	0.012449	0.012365	0.012525	0.012631	0.012413                                                                         
GPR44  	0.012734	0.013022	0.011792	0.0068512	0.012214	0.012394	0.012252	0.012336	0.012242	0.012365	0.012395	0.012503	0.012244	0.012679	0.0123	0.012412	0.012411	0.012304	0.013022	0.011971	0.011235	0.011617	0.011682	0.011182	0.012473	0.012191	0.012272	0.011703	0.011791	0.0115	0.012339	0.012335	0.012488	0.012364	0.012301	0.012379	0.012291	0.012227	0.012366	0.012276	0.012268	0.012355	0.012244	0.012319	0.012292	0.01237	0.01231	0.012349	0.012283	0.012207	0.010345	0.012352	0.012245	0.012271	0.012299	0.012189	0.012305	0.012232	0.011938	0.01204	0.011344	0.012388	0.011861	0.012218	0.011775	0.0124	0.011393	0.011235	0.012294	0.011389	0.012215	0.01172	0.011848	0.012398	0.012395	0.0082518	0.012231	0.012319	0.012294	0.012262	0.01236	0.012399	0.012348                                                                               
ICOS   	0.011557	0.0097119	0.01179	0.0073216	0.012546	0.01286	0.012239	0.012433	0.012338	0.012451	0.012367	0.012492	0.01232	0.012512	0.012311	0.012494	0.012426	0.012484	0.0097119	0.012342	0.010512	0.011174	0.011851	0.011362	0.012363	0.012246	0.012388	0.011642	0.011439	0.0117	0.012531	0.012596	0.012364	0.012719	0.012481	0.012605	0.012494	0.012398	0.012178	0.012361	0.012514	0.012498	0.012434	0.012352	0.01241	0.012569	0.012506	0.012468	0.012423	0.012261	0.011221	0.012464	0.012406	0.012388	0.012391	0.012297	0.012384	0.012335	0.012081	0.012139	0.011256	0.012787	0.012023	0.012414	0.011945	0.013133	0.01079	0.010512	0.012482	0.010777	0.012507	0.011352	0.01158	0.012669	0.013021	0.0083569	0.012377	0.012459	0.012476	0.012395	0.012669	0.012891	0.012477                                                                          
IFNG   	0.011673	0.010193	0.011933	0.0081809	0.012591	0.012509	0.012216	0.01237	0.012293	0.012379	0.01231	0.01242	0.01228	0.012469	0.012273	0.0124	0.01236	0.012365	0.010193	0.012629	0.010903	0.011407	0.012003	0.011699	0.012462	0.012221	0.012369	0.011825	0.011606	0.011922	0.0124	0.01243	0.012301	0.012481	0.012378	0.012556	0.01238	0.012348	0.012146	0.012311	0.01251	0.012404	0.012333	0.012339	0.012335	0.012446	0.012399	0.012385	0.012334	0.012228	0.011097	0.012378	0.012332	0.012317	0.01233	0.012211	0.012331	0.012285	0.012143	0.012159	0.011592	0.012508	0.012027	0.012475	0.012077	0.012652	0.011108	0.010903	0.012399	0.011107	0.012543	0.01154	0.011711	0.012502	0.012561	0.0080421	0.012301	0.012368	0.012356	0.012329	0.012464	0.012569	0.012385                                                                                  
IFNGR2 	0.012255	0.011709	0.011407	0.0072049	0.012719	0.012579	0.012174	0.012401	0.012326	0.0124	0.012314	0.012435	0.012299	0.012358	0.012252	0.012425	0.012355	0.012466	0.011709	0.012589	0.010039	0.010883	0.011988	0.01158	0.011995	0.012196	0.012157	0.01115	0.01116	0.012096	0.01253	0.012537	0.012379	0.012605	0.012556	0.015779	0.01263	0.01283	0.012572	0.012485	0.012635	0.012509	0.012397	0.011924	0.012437	0.012492	0.012519	0.012427	0.012392	0.012215	0.010263	0.012439	0.012304	0.012397	0.01242	0.012199	0.012263	0.012318	0.012138	0.012052	0.010691	0.012601	0.012063	0.012585	0.012239	0.012757	0.010361	0.010039	0.012412	0.010358	0.012568	0.011058	0.011342	0.012685	0.01251	0.007069	0.012293	0.012531	0.012474	0.012426	0.012561	0.012688	0.012423                                                                               
IL10   	0.011712	0.010332	0.011873	0.0086033	0.012599	0.012519	0.012198	0.012352	0.012285	0.012358	0.012293	0.012398	0.012273	0.012422	0.012257	0.012386	0.012342	0.012368	0.010332	0.012628	0.010847	0.011368	0.012022	0.011724	0.01231	0.012212	0.012375	0.011743	0.011571	0.011955	0.012402	0.012425	0.012291	0.012494	0.01238	0.01263	0.012389	0.012361	0.012164	0.01231	0.012509	0.012397	0.012334	0.012225	0.012329	0.012436	0.012398	0.012366	0.012332	0.012221	0.011224	0.012368	0.012334	0.012314	0.012329	0.012201	0.012324	0.012279	0.012151	0.012146	0.011491	0.012497	0.012058	0.012476	0.012098	0.01272	0.011059	0.010847	0.012393	0.011058	0.012547	0.011504	0.011681	0.012497	0.012518	0.0080386	0.012296	0.012363	0.012354	0.012328	0.01248	0.012604	0.012371                                                                          
IL12A  	0.01175	0.010488	0.011777	0.007409	0.012599	0.012399	0.01213	0.012299	0.012252	0.012285	0.012205	0.012323	0.012226	0.012272	0.012195	0.012304	0.012267	0.01232	0.010488	0.012716	0.010367	0.011041	0.013236	0.013941	0.012073	0.012173	0.012251	0.011629	0.011293	0.01385	0.012354	0.012382	0.012227	0.012398	0.012348	0.01283	0.012361	0.012604	0.012173	0.012315	0.012511	0.012365	0.012277	0.012034	0.0123	0.012352	0.012368	0.012316	0.012286	0.012195	0.01079	0.012316	0.012376	0.012381	0.012366	0.012129	0.012248	0.012312	0.012887	0.012331	0.011339	0.012415	0.012049	0.012559	0.013351	0.012465	0.010631	0.010367	0.012328	0.010636	0.012516	0.011211	0.011447	0.012419	0.012403	0.0078127	0.012266	0.01232	0.012318	0.012311	0.012391	0.01245	0.012306                                                                               
IL12B  	0.014654	0.019598	0.011554	0.0085873	0.012112	0.012186	0.012061	0.012085	0.012071	0.012092	0.012046	0.012116	0.012019	0.012079	0.01201	0.012104	0.012094	0.012147	0.019598	0.011975	0.010416	0.010993	0.011718	0.011377	0.011918	0.011974	0.012064	0.011452	0.011226	0.011642	0.012178	0.012161	0.012366	0.012178	0.012146	0.012572	0.012164	0.012173	0.012896	0.01216	0.012149	0.012137	0.012106	0.011897	0.012125	0.012136	0.012166	0.012109	0.012073	0.011996	0.010899	0.012116	0.012049	0.012137	0.012205	0.011952	0.012052	0.012029	0.011865	0.011878	0.011163	0.012171	0.011892	0.012062	0.011822	0.012223	0.010644	0.010416	0.01218	0.010646	0.012095	0.011151	0.011351	0.012382	0.01212	0.0076662	0.012067	0.012127	0.012171	0.012131	0.012162	0.012211	0.012112                                                                        
IL13   	0.011885	0.010905	0.0118	0.008062	0.0126	0.012377	0.012194	0.012314	0.012238	0.012315	0.012284	0.012371	0.012252	0.012418	0.012248	0.012333	0.01231	0.012295	0.010905	0.012817	0.011319	0.011666	0.012076	0.011894	0.012344	0.012202	0.012308	0.011659	0.011795	0.012064	0.012321	0.012337	0.012276	0.012361	0.012311	0.012485	0.01231	0.012315	0.01216	0.012283	0.012501	0.012342	0.012262	0.012246	0.012278	0.012396	0.012338	0.012323	0.012283	0.012209	0.010905	0.012323	0.012274	0.012276	0.012294	0.012164	0.012282	0.01225	0.012171	0.012113	0.011394	0.012374	0.011969	0.012491	0.012162	0.012418	0.011454	0.011319	0.012299	0.011458	0.012558	0.011747	0.011864	0.012378	0.012366	0.0079337	0.012236	0.012317	0.012275	0.012275	0.012352	0.012402	0.012315                                                                             
IL13RA1	0.011504	0.0095922	0.01136	0.0069402	0.014972	0.012521	0.012138	0.012458	0.012347	0.01238	0.012267	0.012416	0.012422	0.012325	0.01224	0.012392	0.012329	0.012414	0.0095922	0.017532	0.010126	0.010931	0.011735	0.011222	0.012003	0.012214	0.012216	0.011096	0.011185	0.011624	0.012446	0.012478	0.012268	0.012514	0.01251	0.012635	0.012509	0.012511	0.012149	0.012501	0.0141	0.012488	0.012396	0.011929	0.012372	0.012415	0.012684	0.012424	0.012363	0.012185	0.010206	0.012408	0.01226	0.012377	0.012471	0.012156	0.012256	0.012295	0.01198	0.01199	0.010699	0.012545	0.011958	0.01408	0.011929	0.012514	0.010426	0.010126	0.01236	0.010434	0.01465	0.011104	0.011372	0.012525	0.012457	0.0070332	0.012243	0.012555	0.012377	0.012464	0.01246	0.012526	0.012394                                                                               
IL13RA2	0.011618	0.0098629	0.011794	0.007191	0.012499	0.012524	0.012267	0.012409	0.01231	0.012417	0.012386	0.012489	0.012314	0.012524	0.012327	0.012451	0.012416	0.012395	0.0098629	0.012399	0.010994	0.011491	0.012029	0.011701	0.012378	0.01226	0.012478	0.011605	0.01169	0.011941	0.012429	0.012459	0.012355	0.012498	0.012404	0.012509	0.012397	0.012365	0.012137	0.012342	0.012488	0.012505	0.012358	0.012682	0.012369	0.012545	0.012422	0.012482	0.012386	0.012277	0.01067	0.012454	0.01239	0.012351	0.012372	0.012262	0.012416	0.012333	0.012185	0.012154	0.01127	0.012527	0.011982	0.012423	0.012115	0.0126	0.011199	0.010994	0.012423	0.011196	0.012473	0.01162	0.011786	0.012505	0.012559	0.0083787	0.012319	0.012399	0.012368	0.012362	0.012492	0.012565	0.012424                                                                            
IL17A  	0.011606	0.010112	0.011821	0.0084087	0.012449	0.012479	0.012194	0.012318	0.012247	0.012325	0.012247	0.012352	0.012229	0.012418	0.012214	0.012357	0.012316	0.012324	0.010112	0.012411	0.010751	0.011285	0.011876	0.011507	0.01238	0.012175	0.012336	0.011703	0.011504	0.011754	0.012365	0.012388	0.012244	0.012434	0.012333	0.012397	0.012334	0.012277	0.012106	0.012262	0.012396	0.012358	0.012454	0.012954	0.012293	0.012464	0.01236	0.012401	0.012301	0.012181	0.015486	0.012352	0.01229	0.012265	0.012283	0.012176	0.012301	0.012246	0.01206	0.012094	0.011429	0.012429	0.012007	0.012347	0.011941	0.012553	0.010971	0.010751	0.012438	0.010968	0.012468	0.011435	0.011617	0.012505	0.012433	0.0079904	0.012439	0.012312	0.012321	0.01229	0.012418	0.012516	0.012355                                                                         
IL17RB 	0.011237	0.0086819	0.011457	0.0060027	0.011717	0.012242	0.013104	0.012451	0.012218	0.012364	0.012285	0.012251	0.012218	0.012036	0.012227	0.012439	0.012332	0.012275	0.0086819	0.011111	0.010429	0.011071	0.010969	0.010048	0.011813	0.012124	0.011888	0.011436	0.011466	0.010526	0.012326	0.012322	0.012319	0.012352	0.012339	0.011924	0.012225	0.012034	0.011897	0.012246	0.011929	0.012682	0.012954	0.033553	0.012289	0.012559	0.012333	0.014594	0.012294	0.012124	0.011257	0.012716	0.012073	0.012208	0.012258	0.01263	0.012317	0.01231	0.011455	0.011858	0.010672	0.01226	0.011697	0.011778	0.011056	0.012286	0.010775	0.010429	0.012418	0.01068	0.01193	0.011392	0.011575	0.012337	0.01209	0.0089864	0.012157	0.012303	0.012227	0.012244	0.012362	0.012374	0.012493                                                                        
IL18   	0.011696	0.010309	0.012657	0.0075669	0.012392	0.012445	0.012239	0.012339	0.012318	0.012344	0.012307	0.012384	0.01226	0.012418	0.012266	0.012369	0.012342	0.012326	0.010309	0.012301	0.011015	0.011471	0.012001	0.011714	0.012333	0.012232	0.012327	0.012639	0.011665	0.011897	0.012352	0.012395	0.012292	0.01241	0.012335	0.012437	0.012329	0.0123	0.012125	0.012278	0.012372	0.012369	0.012293	0.012289	0.012358	0.012527	0.012345	0.012351	0.012301	0.01222	0.010945	0.01237	0.012314	0.012287	0.012293	0.012208	0.012312	0.01227	0.012139	0.012291	0.012687	0.012435	0.01197	0.01236	0.012047	0.012489	0.011205	0.011015	0.012353	0.011207	0.012365	0.011602	0.011754	0.012433	0.012446	0.0082045	0.012266	0.012323	0.012354	0.012301	0.012394	0.012456	0.012342                                                                             
IL1RL1 	0.011473	0.0094216	0.012029	0.006952	0.012368	0.012562	0.012287	0.012446	0.012347	0.012436	0.012462	0.012468	0.012335	0.012409	0.012337	0.012476	0.012431	0.012438	0.0094216	0.012121	0.010848	0.011409	0.011716	0.011135	0.01221	0.012321	0.01238	0.011734	0.011643	0.01149	0.012479	0.012661	0.01237	0.012569	0.012446	0.012492	0.012436	0.012352	0.012136	0.012396	0.012415	0.012545	0.012464	0.012559	0.012527	0.013854	0.012465	0.012519	0.012416	0.01228	0.01125	0.012668	0.012372	0.012363	0.012375	0.012333	0.012405	0.012347	0.012005	0.01215	0.011415	0.012663	0.01198	0.012344	0.011816	0.01262	0.01109	0.010848	0.012459	0.011089	0.012372	0.011563	0.011744	0.012628	0.012812	0.0085969	0.012344	0.012432	0.012438	0.012391	0.012529	0.012603	0.012466                                                                             
IL21   	0.011703	0.010261	0.011798	0.0073486	0.012873	0.012601	0.012211	0.012383	0.012296	0.012382	0.012308	0.012418	0.012299	0.012437	0.01227	0.012401	0.012359	0.012381	0.010261	0.013162	0.010777	0.011331	0.011945	0.0116	0.012381	0.012221	0.012379	0.011657	0.011542	0.011864	0.012416	0.012464	0.01231	0.012506	0.012399	0.012519	0.012398	0.012368	0.012166	0.012338	0.012684	0.012422	0.01236	0.012333	0.012345	0.012465	0.012453	0.012402	0.012347	0.012228	0.011273	0.012391	0.012333	0.012332	0.012358	0.012216	0.012336	0.012291	0.012117	0.012122	0.011338	0.012567	0.011973	0.012649	0.012044	0.012607	0.011001	0.010777	0.012409	0.010999	0.012838	0.011472	0.01166	0.012548	0.012674	0.0080383	0.012316	0.012403	0.012375	0.012346	0.012468	0.012558	0.012393                                                                          
IL25   	0.011599	0.0098324	0.011804	0.0069433	0.012433	0.01249	0.012342	0.012423	0.012296	0.012431	0.012369	0.012461	0.0123	0.012495	0.012314	0.012445	0.012406	0.012372	0.0098324	0.012316	0.011003	0.011486	0.011887	0.011496	0.012637	0.012241	0.012387	0.011662	0.011694	0.011762	0.012408	0.01243	0.012349	0.012468	0.012385	0.012427	0.012366	0.012316	0.012109	0.012323	0.012424	0.012482	0.012401	0.014594	0.012351	0.012519	0.012402	0.012659	0.012361	0.012254	0.010744	0.01246	0.012338	0.012326	0.012345	0.012288	0.012385	0.012318	0.012087	0.012121	0.011298	0.012485	0.011929	0.012374	0.011974	0.012549	0.01121	0.011003	0.012397	0.011199	0.01243	0.011627	0.011785	0.012468	0.012501	0.0083765	0.012306	0.012381	0.012345	0.012333	0.012461	0.01253	0.012441                                                                          
IL2RA  	0.011543	0.0098323	0.01181	0.0073013	0.012365	0.012463	0.012238	0.012342	0.012256	0.012353	0.01234	0.01241	0.01228	0.012465	0.012306	0.01238	0.012357	0.012335	0.0098323	0.012232	0.01166	0.011904	0.011992	0.011709	0.012356	0.012258	0.012591	0.01164	0.012	0.01191	0.012359	0.012371	0.012283	0.012423	0.012334	0.012392	0.012332	0.012286	0.012073	0.012283	0.012363	0.012386	0.012301	0.012294	0.012301	0.012416	0.012347	0.012361	0.012346	0.012281	0.011385	0.012363	0.012371	0.012292	0.012312	0.012224	0.012412	0.012294	0.012158	0.012127	0.011343	0.012424	0.011929	0.012322	0.012063	0.012552	0.011759	0.01166	0.012341	0.011763	0.012355	0.011964	0.012045	0.012407	0.012422	0.0082097	0.012306	0.012335	0.012298	0.012293	0.012427	0.012495	0.012359                                                                              
IL3    	0.011523	0.0099662	0.011955	0.0073946	0.012135	0.012281	0.012231	0.012254	0.012195	0.012261	0.012302	0.012301	0.01224	0.012334	0.012286	0.012276	0.012277	0.012235	0.0099662	0.011939	0.012613	0.012505	0.012093	0.011991	0.012236	0.012262	0.012647	0.01184	0.012457	0.012066	0.012241	0.012235	0.012207	0.012261	0.012228	0.012215	0.012221	0.012195	0.011996	0.012209	0.012185	0.012277	0.012181	0.012124	0.01222	0.01228	0.012228	0.012254	0.012281	0.012289	0.010899	0.012267	0.012328	0.01222	0.012234	0.012178	0.012385	0.012254	0.012203	0.012145	0.01166	0.012243	0.011865	0.012171	0.012138	0.012305	0.012563	0.012613	0.012218	0.012576	0.012138	0.012465	0.012424	0.01223	0.01218	0.0080209	0.012214	0.012241	0.012191	0.012207	0.012283	0.012294	0.012257                                                                          
IL31   	0.0091686	0.0067561	0.0090826	0.0051047	0.0099564	0.011695	0.010637	0.010803	0.010859	0.010818	0.010281	0.010512	0.010735	0.011444	0.010529	0.011019	0.011011	0.011128	0.0067561	0.0091136	0.0071472	0.0082923	0.009454	0.008511	0.012134	0.010868	0.011847	0.0087488	0.0087795	0.0089694	0.011387	0.011086	0.010345	0.011221	0.011097	0.010263	0.011224	0.01079	0.010899	0.010905	0.010206	0.01067	0.015486	0.011257	0.010945	0.01125	0.011273	0.010744	0.011385	0.010899	0.15276	0.011007	0.011336	0.010886	0.010971	0.01076	0.011402	0.011077	0.010563	0.010512	0.0081495	0.010494	0.010685	0.0099112	0.0094926	0.010665	0.0076014	0.0071472	0.012227	0.0076164	0.010734	0.0086746	0.0091323	0.011638	0.0097872	0.0050908	0.016951	0.010825	0.011285	0.011052	0.011259	0.011353	0.011462                                                     
IL33   	0.011611	0.009887	0.011938	0.0071088	0.012405	0.012485	0.012274	0.01241	0.012303	0.012425	0.012395	0.012474	0.012304	0.01253	0.012326	0.012443	0.012414	0.012372	0.009887	0.012265	0.011178	0.011603	0.011901	0.011507	0.012627	0.012262	0.012424	0.011774	0.011782	0.01177	0.012406	0.012441	0.012352	0.012464	0.012378	0.012439	0.012368	0.012316	0.012116	0.012323	0.012408	0.012454	0.012352	0.012716	0.01237	0.012668	0.012391	0.01246	0.012363	0.012267	0.011007	0.012453	0.012353	0.012323	0.012338	0.012259	0.012389	0.012313	0.012102	0.012149	0.011482	0.012484	0.011946	0.012371	0.011982	0.012551	0.011356	0.011178	0.012391	0.011355	0.01239	0.011717	0.011858	0.012472	0.012493	0.0083585	0.01232	0.012376	0.012351	0.012333	0.012458	0.012527	0.012426                                                                           
IL3RA  	0.011434	0.0094967	0.012121	0.00715	0.012165	0.012443	0.012219	0.012329	0.012283	0.012338	0.01228	0.012388	0.012254	0.012416	0.012293	0.012361	0.012344	0.012349	0.0094967	0.011855	0.011015	0.011476	0.012666	0.012927	0.012309	0.012279	0.013265	0.012012	0.011679	0.012817	0.012359	0.012361	0.012245	0.012406	0.012332	0.012304	0.012334	0.012376	0.012049	0.012274	0.01226	0.01239	0.01229	0.012073	0.012314	0.012372	0.012333	0.012338	0.012371	0.012328	0.011336	0.012353	0.012591	0.01234	0.012382	0.012203	0.012588	0.012342	0.01262	0.012347	0.011868	0.012367	0.011988	0.012211	0.012705	0.012511	0.011204	0.011015	0.012345	0.011218	0.012173	0.011619	0.011779	0.012359	0.012282	0.0080968	0.012382	0.0123	0.012315	0.012308	0.012449	0.012481	0.012355                                                                            
IL4    	0.011789	0.010597	0.011897	0.0075101	0.012387	0.012397	0.012189	0.012312	0.012249	0.012319	0.012273	0.012384	0.012238	0.012437	0.012249	0.012343	0.012317	0.012307	0.010597	0.01233	0.011052	0.011491	0.012534	0.012715	0.012329	0.012202	0.012351	0.011785	0.011663	0.01272	0.012337	0.012376	0.012271	0.012388	0.012317	0.012397	0.012314	0.012381	0.012137	0.012276	0.012377	0.012351	0.012265	0.012208	0.012287	0.012363	0.012332	0.012326	0.012292	0.01222	0.010886	0.012323	0.01234	0.012322	0.012316	0.012171	0.0123	0.012283	0.01246	0.012232	0.011558	0.012451	0.011979	0.012358	0.012599	0.012462	0.011228	0.011052	0.012325	0.01123	0.012355	0.011603	0.011755	0.012393	0.01261	0.0079353	0.012265	0.012312	0.012299	0.012282	0.01238	0.012436	0.012323                                                                              
IL4R   	0.012002	0.011182	0.011795	0.0072328	0.01253	0.012417	0.012195	0.012319	0.01225	0.012321	0.012273	0.012403	0.012247	0.012459	0.012254	0.012352	0.012328	0.012322	0.011182	0.0126	0.010882	0.011384	0.012341	0.012367	0.012249	0.012208	0.012619	0.011654	0.011584	0.01243	0.012348	0.012362	0.012299	0.012391	0.01233	0.01242	0.012329	0.012366	0.012205	0.012294	0.012471	0.012372	0.012283	0.012258	0.012293	0.012375	0.012358	0.012345	0.012312	0.012234	0.010971	0.012338	0.012382	0.012316	0.012352	0.012169	0.012382	0.012281	0.012363	0.012179	0.01136	0.0124	0.011953	0.012429	0.012431	0.012458	0.011083	0.010882	0.01232	0.011088	0.012525	0.011518	0.01169	0.012402	0.012392	0.0079338	0.012289	0.012324	0.012301	0.012296	0.012395	0.01244	0.012331                                                                                 
IL5    	0.011434	0.0097817	0.012042	0.0071351	0.01212	0.012339	0.012186	0.012232	0.012164	0.012243	0.012265	0.012304	0.012183	0.01235	0.012221	0.012274	0.012256	0.012211	0.0097817	0.011907	0.011982	0.012073	0.011734	0.011375	0.012203	0.01217	0.012255	0.011928	0.012123	0.011592	0.012233	0.012274	0.012189	0.012297	0.012211	0.012199	0.012201	0.012129	0.011952	0.012164	0.012156	0.012262	0.012176	0.01263	0.012208	0.012333	0.012216	0.012288	0.012224	0.012178	0.01076	0.012259	0.012203	0.012171	0.012169	0.012286	0.012248	0.012182	0.011943	0.012059	0.01176	0.01236	0.011785	0.012121	0.011791	0.012397	0.012041	0.011982	0.012177	0.012021	0.012118	0.012104	0.01213	0.012245	0.012532	0.015181	0.012148	0.012228	0.012195	0.012168	0.012285	0.012325	0.012239                                                                           
IL5RA  	0.011486	0.0095602	0.011902	0.0067645	0.01216	0.012435	0.012283	0.012364	0.012277	0.01238	0.012367	0.012471	0.012294	0.012582	0.012368	0.01241	0.01241	0.012354	0.0095602	0.011843	0.011622	0.011892	0.011972	0.01165	0.012436	0.012328	0.01359	0.011735	0.012024	0.011829	0.012359	0.012343	0.012305	0.012384	0.012331	0.012263	0.012324	0.012248	0.012052	0.012282	0.012256	0.012416	0.012301	0.012317	0.012312	0.012405	0.012336	0.012385	0.012412	0.012385	0.011402	0.012389	0.012588	0.0123	0.012382	0.012248	0.012763	0.012338	0.01222	0.01218	0.011436	0.012342	0.011898	0.0122	0.012034	0.012419	0.011735	0.011622	0.012343	0.011752	0.012187	0.011982	0.012071	0.012346	0.012228	0.0082566	0.012407	0.012326	0.012292	0.012305	0.012434	0.012425	0.012385                                                                              
IL9    	0.011495	0.0097795	0.01202	0.0075746	0.012277	0.012353	0.012217	0.012302	0.012241	0.01231	0.01229	0.012351	0.012247	0.012393	0.012271	0.012324	0.012308	0.012282	0.0097795	0.012147	0.011684	0.011905	0.012418	0.01252	0.012377	0.012235	0.012439	0.011925	0.011989	0.012509	0.012301	0.012312	0.012232	0.012335	0.012285	0.012318	0.012279	0.012312	0.012029	0.01225	0.012295	0.012333	0.012246	0.01231	0.01227	0.012347	0.012291	0.012318	0.012294	0.012254	0.011077	0.012313	0.012342	0.012283	0.012281	0.012182	0.012338	0.012284	0.012391	0.012234	0.011759	0.012335	0.011952	0.01228	0.012458	0.012394	0.01177	0.011684	0.012295	0.011777	0.012266	0.011957	0.012031	0.012323	0.012309	0.0080182	0.012259	0.012282	0.01226	0.012259	0.012344	0.01238	0.01231                                                                              
KIT    	0.011124	0.0089552	0.012113	0.0074067	0.011747	0.012002	0.011984	0.01208	0.012137	0.012052	0.011953	0.01207	0.012056	0.011916	0.012063	0.01205	0.012049	0.012137	0.0089552	0.011366	0.010207	0.010877	0.01647	0.020133	0.011703	0.012125	0.012492	0.012061	0.011129	0.018366	0.012138	0.012144	0.011938	0.012081	0.012143	0.012138	0.012151	0.012887	0.011865	0.012171	0.01198	0.012185	0.01206	0.011455	0.012139	0.012005	0.012117	0.012087	0.012158	0.012203	0.010563	0.012102	0.01262	0.01246	0.012363	0.011943	0.01222	0.012391	0.014852	0.012985	0.012027	0.012029	0.012185	0.012015	0.01643	0.011971	0.010455	0.010207	0.012134	0.010485	0.011749	0.011055	0.011308	0.012008	0.011852	0.0068259	0.012231	0.012055	0.012135	0.012186	0.012157	0.012085	0.012094                                                                            
KITLG  	0.011193	0.009209	0.014655	0.008906	0.011859	0.012121	0.01218	0.012138	0.012362	0.012126	0.012055	0.01211	0.012117	0.012058	0.012122	0.012139	0.012136	0.012149	0.009209	0.01154	0.010687	0.011184	0.01347	0.014586	0.011842	0.012178	0.012262	0.015385	0.011419	0.013827	0.012143	0.012193	0.01204	0.012139	0.012159	0.012052	0.012146	0.012331	0.011878	0.012113	0.01199	0.012154	0.012094	0.011858	0.012291	0.01215	0.012122	0.012121	0.012127	0.012145	0.010512	0.012149	0.012347	0.012232	0.012179	0.012059	0.01218	0.012234	0.012985	0.012982	0.016593	0.012131	0.012105	0.012031	0.013334	0.012084	0.010891	0.010687	0.012213	0.010908	0.011851	0.01136	0.011533	0.012132	0.012026	0.007672	0.012145	0.012096	0.012302	0.012193	0.01215	0.012122	0.012113                                                                                
